name,prior_fights,development_accuracy,development_roc_auc,development_log_loss,development_brier,development_ece,confirmation_accuracy,confirmation_roc_auc,confirmation_log_loss,confirmation_brier,confirmation_ece,fold_accuracy_std
low_history_bayes_k4,4.0,0.6098310291858678,0.6558392169616349,0.654012923345245,0.23112878663829514,0.017949127482394318,0.6194690265486725,0.659225959899594,0.6535014818775593,0.23086773993083137,0.024062840833839656,0.030571282689106256
low_history_bayes_k8,8.0,0.6082949308755761,0.6544680605532883,0.6546269905964015,0.23141784912305322,0.02054725496495567,0.6145526057030481,0.6571225479562428,0.6540133871349423,0.23112108999352635,0.01578110695905916,0.030496650447920833
low_history_bayes_k2,2.0,0.604710701484895,0.6561969555501936,0.6538382714795882,0.2310400730934492,0.02317049770549136,0.616519174041298,0.6566964424060244,0.6545272530718643,0.23136683992797008,0.026210457751589283,0.034808462519354974
