fight_id,fight_date,weight_class,fighter_a_won,probability,year
26b46336baf995109799d0e8,2019-01-19,lightweight,1,0.4048768940041586,2019
38913c7a553efd0ea27c4ce6,2019-01-19,light_heavyweight,0,0.5155796923450829,2019
8126ece57175e39d22722e5b,2019-01-19,welterweight,0,0.45000231428302245,2019
fb232738136fb41408e97318,2019-01-19,bantamweight,0,0.330706560611042,2019
cbce63c7e16d47b29e74d88a,2019-01-19,lightweight,0,0.4293023993288222,2019
9a7c75d28b2227d353ffee0b,2019-01-19,light_heavyweight,1,0.40006703380641845,2019
ed17d601382b0e1ee5f25834,2019-01-19,heavyweight,1,0.5015936719462861,2019
5678ee79359ee825af2c6cf6,2019-01-19,lightweight,0,0.2502086043055067,2019
25a9c1526fc208e6c7fe38c0,2019-01-19,flyweight,0,0.5953848289100261,2019
7c630f0caa70766b4c9772ba,2019-01-19,womens_flyweight,0,0.3650975749946773,2019
16e5b4cb10bf8316f059f140,2019-01-19,flyweight,0,0.39289514481177096,2019
e290c1a53b53c40025a2f302,2019-01-19,welterweight,1,0.4607386557364114,2019
24cb0110e15bf9500f3a20ae,2019-01-19,womens_flyweight,0,0.4240953620564896,2019
8efd36d5f3360c4d96328383,2019-02-02,lightweight,1,0.434464484302931,2019
414613fb990b2e1f8744a998,2019-02-02,welterweight,0,0.38702138103299427,2019
1b0fda4335818f786b8d6f2f,2019-02-02,featherweight,1,0.4804399446660222,2019
1953db6fe5b9744c1843dd12,2019-02-02,light_heavyweight,0,0.3185987927582893,2019
1cd6203b9577bfd25372eb22,2019-02-02,featherweight,0,0.5003785762167139,2019
22cbf1de4862c931b9f97a10,2019-02-02,heavyweight,1,0.41289395067647766,2019
7342c697833ab7bab79bea3e,2019-02-02,womens_strawweight,0,0.2901719848479345,2019
f0a78186a92cdad28af6e943,2019-02-02,flyweight,0,0.6437304486730542,2019
4523cf854ff48df6d66ba36f,2019-02-02,womens_flyweight,1,0.5576788555830795,2019
34446cbf52a1732388aac036,2019-02-02,middleweight,0,0.5378324394648745,2019
5467de70ec0bbfc6ea3f127e,2019-02-02,bantamweight,1,0.3821126003458645,2019
15c9bca416c7204a3b9a9692,2019-02-02,bantamweight,1,0.41979739378518244,2019
f50a16321d311cfb1f168e8c,2019-02-02,welterweight,0,0.5067863336967324,2019
1d74549a59fbd93e268d0046,2019-02-09,lightweight,1,0.642812452156464,2019
e4525ba53a52b5b0857e967c,2019-02-09,lightweight,0,0.2664097643226519,2019
896c12a96bf1da79303bc533,2019-02-09,middleweight,1,0.6610946750430753,2019
fcaa078b4857c278dceb747d,2019-02-09,light_heavyweight,1,0.5678060899063635,2019
b253a6a048ba0dd83a41d3a3,2019-02-09,flyweight,1,0.6578115931980689,2019
4c10bda573f8c01d3c440405,2019-02-09,lightweight,1,0.5812350298611322,2019
5fe9e229550df4983795b5be,2019-02-09,womens_flyweight,0,0.38689529146075274,2019
5ad3dfcbceb50baabf4a06f1,2019-02-09,bantamweight,0,0.4597376158666868,2019
19c65e9f1f86ac03182841f4,2019-02-09,featherweight,0,0.4058459607211579,2019
b320535a9010e893cc6fe892,2019-02-09,bantamweight,1,0.5803911197760564,2019
ca6f6af371cc512b6d1734d5,2019-02-09,bantamweight,0,0.5516495978474093,2019
fb545f795d0e191fdab5bb79,2019-02-17,womens_strawweight,0,0.49682115394414844,2019
3a7293241a2a807fa182f6f5,2019-02-17,featherweight,0,0.5298994184612816,2019
90e1f32d8c4d591b474fd0de,2019-02-17,featherweight,0,0.6350723713510662,2019
3038757c3f23bac29c322002,2019-02-17,womens_flyweight,1,0.5526094761929818,2019
c015f09a4e1bf33ced9384e3,2019-02-17,bantamweight,0,0.47046003268912484,2019
5891d36900849c98a50352f1,2019-02-17,womens_strawweight,0,0.30839991325676946,2019
6959921b10f78a71e64300e8,2019-02-17,heavyweight,0,0.5611212148018218,2019
657a85fc997ba3106e9c502b,2019-02-17,lightweight,0,0.6859064995317764,2019
ca78a58998323e4f9fdbc72f,2019-02-17,bantamweight,0,0.44220207028464925,2019
8cc10441cbf2614f8785b729,2019-02-17,bantamweight,0,0.5942374364615906,2019
6118a8c78447f0434395fc87,2019-02-17,lightweight,0,0.4754500830299627,2019
38cec55ae4c31d673c6a5cb7,2019-02-17,welterweight,1,0.6595273686502471,2019
9e4bab0c77a4e9c538d5684c,2019-02-23,lightweight,0,0.5557578861775706,2019
e7306a3ff9867fb2e7e85ac2,2019-02-23,lightweight,0,0.33919493106170184,2019
c622965b0bcf635ba617dbb7,2019-02-23,featherweight,0,0.3924914887025417,2019
f6151b74f7346e29cfac2985,2019-02-23,welterweight,1,0.4295518564810106,2019
bb340698ea1e7e4cc05fe35d,2019-02-23,light_heavyweight,0,0.36019806630817397,2019
1f68dad92eb77d22953924b9,2019-02-23,light_heavyweight,0,0.3458014186368693,2019
f20354ebb869644c4afccb40,2019-02-23,bantamweight,1,0.6677870541976949,2019
68976dec066e7619e206ce8d,2019-02-23,womens_flyweight,1,0.43465186767411806,2019
56cbf3ea04dbca631e7d843e,2019-02-23,light_heavyweight,0,0.31335821143985726,2019
097be1f05c2d7e6e94d40303,2019-02-23,welterweight,0,0.6381239450366668,2019
63c32ebc206ee6106b382e72,2019-02-23,lightweight,1,0.287264578360131,2019
fdd038da2b5f04c16971323a,2019-02-23,heavyweight,0,0.4867215919384419,2019
c89ca4669b8e6877497edfa3,2019-02-23,womens_flyweight,0,0.2571651177596961,2019
1b1fe5662b3d023466c64bc5,2019-03-02,bantamweight,0,0.6477530149592439,2019
947d498d822062457d1e667e,2019-03-02,bantamweight,0,0.5966220262258276,2019
0d13e65dd754b3f1bc58e7b8,2019-03-02,welterweight,0,0.6950759535860984,2019
54daae7c0fa28da8ca71a0f5,2019-03-02,middleweight,1,0.6816372002268863,2019
d15183f063880d7d4e9bbce1,2019-03-02,womens_bantamweight,0,0.39678460520061415,2019
5b92ec9d7c9365ea015380d9,2019-03-02,featherweight,0,0.20140484180858748,2019
e6b1f51548c2ef5176c0c18c,2019-03-02,light_heavyweight,0,0.08408989259219862,2019
a4499ea5511393f5c9bd2dbd,2019-03-02,light_heavyweight,0,0.38555127998487726,2019
593c1b1e6c82dec285a0ca06,2019-03-02,womens_strawweight,1,0.32275042401967663,2019
fb04d1b737f436ebc97b03b4,2019-03-02,welterweight,1,0.260537867614089,2019
568a7229b4b06a6455408f13,2019-03-02,womens_strawweight,0,0.4593462854522502,2019
75fc305627143c9630ca9bf5,2019-03-02,welterweight,0,0.32219925502096963,2019
818abb53258da411751b41a4,2019-03-09,welterweight,0,0.4339080856069331,2019
2af546ec2d6b95fc63d0c56e,2019-03-09,lightweight,0,0.4347621435098802,2019
58e767357e6d5c8330f66f2f,2019-03-09,welterweight,1,0.4990740705538118,2019
aeb99a1990e3cb523a3641f3,2019-03-09,lightweight,1,0.6777374897216785,2019
57bb3b3ccfd9285941e2f474,2019-03-09,heavyweight,0,0.44792620543627304,2019
e0fd283d4ad215ea9c9ecb5f,2019-03-09,heavyweight,0,0.4607182377375808,2019
91dd9ae4e12f09809b994011,2019-03-09,welterweight,1,0.556896661750914,2019
a822ba1d485f0fc8ac120f48,2019-03-09,featherweight,0,0.4918566360031065,2019
5b43785643265dac8e96f96a,2019-03-09,bantamweight,1,0.4864916453778284,2019
33db1b31bad9e3c347f5d190,2019-03-09,womens_bantamweight,1,0.4177134295796785,2019
e992a27d67c8e35a59363798,2019-03-09,heavyweight,0,0.30116120070062086,2019
1598348e4d6680280ca7ecb1,2019-03-09,middleweight,0,0.37047464039534167,2019
5793b77c4043eadce8dbc1a1,2019-03-09,welterweight,0,0.4340713906830606,2019
3b895d43f522ada07f4959b0,2019-03-16,featherweight,0,0.26730200025882234,2019
6d70742b8f98faa563b821eb,2019-03-16,featherweight,0,0.4104146394966448,2019
ace5bfe86e4b0d6735973199,2019-03-16,welterweight,0,0.5462829054062515,2019
353e4c10440a62ea4553e3ff,2019-03-16,welterweight,0,0.6541270020197988,2019
20e86b5d807bb2dc387b78f3,2019-03-16,middleweight,1,0.6811519948839158,2019
f7dfb4e06c955b5b53ddc717,2019-03-16,welterweight,1,0.6521277998544179,2019
6cac406144299eba656c31c8,2019-03-16,lightweight,0,0.3806024118052579,2019
bf87589c5256203f65f72bbf,2019-03-16,featherweight,1,0.30904817213617586,2019
0cc779241aa11d55442d44dc,2019-03-16,womens_flyweight,0,0.21405532051577286,2019
9f29624a5aa95c6c6caf75e2,2019-03-16,bantamweight,0,0.4616875936825301,2019
8f38415a1100e141bbd92841,2019-03-16,light_heavyweight,0,0.5923827504554676,2019
10ac2affd027d19e4dc0a8e1,2019-03-16,light_heavyweight,0,0.3660167928974566,2019
e694a2560234a188ae42e974,2019-03-23,womens_flyweight,1,0.4678992812604811,2019
9c5f20dcf4b276ed3c4a12e7,2019-03-23,featherweight,1,0.6203100651771433,2019
de2f47976573bf170793803f,2019-03-23,heavyweight,1,0.5535494167042505,2019
f9b2cc6068c2ae45506e9313,2019-03-23,flyweight,0,0.5981192306301206,2019
6871ce208868dbd843118f56,2019-03-23,lightweight,0,0.5991591342888508,2019
3507718bfe13d92f6054b9ed,2019-03-23,flyweight,1,0.4358320603176989,2019
57da958cc94cc83554eaeebb,2019-03-23,featherweight,1,0.5854410069878082,2019
95a795d06d973c01bcfd4990,2019-03-23,bantamweight,0,0.31243686929283393,2019
ab7c36995971e72c6d2cbf53,2019-03-23,womens_flyweight,1,0.5793646251623458,2019
adccd3ef67929e7be8b0fb1f,2019-03-23,womens_strawweight,1,0.5548690388627501,2019
a6ca1f430b5ef469ba343397,2019-03-23,bantamweight,0,0.5025429811556656,2019
d9300b28ce089ff86c099e9b,2019-03-23,welterweight,0,0.6204389600302161,2019
84ee51fdab49a6792b09df2b,2019-03-30,bantamweight,1,0.5436853647779328,2019
b2272144ef0de0d983b37600,2019-03-30,middleweight,1,0.7247773294658287,2019
4d97ae90607b612a50988191,2019-03-30,lightweight,0,0.6954813559741251,2019
477250ca2a15d6683e877e00,2019-03-30,featherweight,1,0.32153311154720426,2019
f3fc62d38088caaf5eec0fe5,2019-03-30,featherweight,1,0.5068837909283906,2019
25a0d90348d39625a4f0314b,2019-03-30,womens_strawweight,0,0.40887939178068494,2019
889f1c72aefbecafdff832f9,2019-03-30,light_heavyweight,0,0.5298401021070581,2019
5396918119ed934b0af80bcb,2019-03-30,middleweight,1,0.5995667774027889,2019
9496decacd91b03a238021e2,2019-03-30,womens_strawweight,0,0.37946618715001595,2019
865dd8ea788e2e501a2f6b3d,2019-03-30,bantamweight,0,0.6584511586000276,2019
acba98dfe391a402c7725c1a,2019-03-30,lightweight,1,0.746868815364241,2019
bce69a101b3313de146183e7,2019-03-30,womens_flyweight,0,0.5441300844141465,2019
12e81505192fb36cefeaab8b,2019-03-30,featherweight,1,0.5866682348216335,2019
3f60dec25b566435df7cedec,2019-04-13,welterweight,1,0.5267995213944993,2019
7e8869149838e8184f1e5273,2019-04-13,bantamweight,0,0.4131271646344063,2019
289890fb9419def12213ee83,2019-04-13,bantamweight,1,0.47356889858139706,2019
b784ab0811d40210660ce193,2019-04-13,welterweight,0,0.4964060895056668,2019
