date,fighter_a,fighter_b,fighter_a_won_saved,Rich Logistic,primary_category,ufc_debutant_or_very_low_experience,large_age_difference,large_reach_difference,large_size_difference,fighter_moving_weight_classes,long_layoff,short_notice,recent_decline,recent_improvement,wrestler_vs_striker,grappler_vs_weak_submission_defense,power_puncher_vs_poor_defense,low_data_fighter,close_50_50_fight,major_upset
2026-03-07,raul rosas jr.,rob font,1,0.388919586273085,wrestler_vs_striker,False,False,False,False,False,False,,False,False,True,False,False,False,False,False
2026-03-14,jose delgado,andre fili,1,0.4628474222456977,wrestler_vs_striker,False,False,False,False,False,False,,False,False,True,False,False,False,True,False
2026-03-14,bolaji oki,manoel sousa,0,0.636829566271885,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-03-14,elijah smith,suyoung you,1,0.4268285123322886,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-03-14,ion cutelaba,oumar sy,1,0.4181521475089191,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,False,False
2026-03-14,kevin vallejos,josh emmett,1,0.4499655024199701,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-03-14,hecher sosa,luan lacerda,1,0.4699933365967582,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-03-14,sam hughes,piera rodriguez,0,0.5196372910162111,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,True,False
2026-03-14,vitor petrino,steven asplund,1,0.4073321773991651,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,True,False,False,True,False,False
2026-03-21,luke riley,michael aswell jr.,1,0.4730080301700752,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-03-21,roman dolidze,christian leroy duncan,0,0.546964496023168,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,True,False
2026-03-21,ravena oliveira,shanelle dyer,0,0.5237891166281251,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-03-28,alexa grasso,maycee barber,1,0.2990555914716639,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,True
2026-03-28,lance gibson jr.,chase hooper,1,0.374685043222829,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-03-28,ignacio bahamondes,tofiq musayev,0,0.6709683584262165,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-03-28,israel adesanya,joe pyfer,0,0.5808121962211059,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-03-28,julian erosa,lerryan douglas,0,0.7171492001262926,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,True
2026-03-28,tyrell fortune,marcin tybura,1,0.2381546954133025,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,True
2026-04-04,azamat bekoev,tresean gore,0,0.5319979631688696,power_puncher_vs_poor_defense,False,False,False,False,False,False,,False,False,False,False,True,False,True,False
2026-04-04,dione barbosa,melissa gatto,1,0.469518591850389,fighter_moving_weight_classes,False,False,False,False,True,True,,True,False,False,False,False,False,True,False
2026-04-04,rafael estevam,ethyn ewing,0,0.5046424371862178,ufc_debutant_or_very_low_experience,True,False,False,True,True,False,,False,False,False,False,False,True,True,False
2026-04-04,thomas petersen,guilherme pat,1,0.4492220852958327,ufc_debutant_or_very_low_experience,True,False,True,False,False,False,,False,False,True,False,False,True,False,False
2026-04-04,robert ruchala,jose delano,0,0.6687686985931317,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-04-04,darrius flowers,lando vannata,1,0.4826329501889312,fighter_moving_weight_classes,False,False,False,False,True,True,,False,False,False,False,False,False,True,False
2026-04-11,azamat murzakanov,paulo costa,0,0.5975872245038781,fighter_moving_weight_classes,False,False,False,False,True,False,,True,False,False,False,False,False,False,False
2026-04-11,charles radtke,francisco prado,1,0.4549555501771277,large_age_difference,False,True,False,False,False,False,,True,False,False,False,False,False,True,False
2026-04-11,josh hokit,curtis blaydes,1,0.4634744074625495,ufc_debutant_or_very_low_experience,True,False,True,False,False,False,,False,False,False,False,False,True,True,False
2026-04-11,dominick reyes,johnny walker,1,0.4769265175984566,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,True,False
2026-04-11,kelvin gastelum,vicente luque,0,0.5102626731187956,fighter_moving_weight_classes,False,False,False,False,True,False,,True,False,False,True,False,False,True,False
2026-04-11,randy brown,kevin holland,0,0.5475613470396741,recent_decline,False,False,False,False,False,False,,True,False,False,True,False,False,True,False
2026-04-18,karine silva,jasmine jasudavicius,0,0.5615315430345307,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-04-18,daria zhelezniakova,melissa croden,0,0.5794448250514359,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-04-18,tanner boser,gokhan saricam,0,0.6264563441589261,ufc_debutant_or_very_low_experience,True,False,False,False,True,True,,False,False,False,False,False,True,False,False
2026-04-25,davey grant,adrian luna martinetti,1,0.4488412561601372,ufc_debutant_or_very_low_experience,True,True,False,False,False,False,,False,False,False,False,False,True,False,False
2026-04-25,lucas brennan,francis marshall,0,0.5269405287080782,ufc_debutant_or_very_low_experience,True,False,False,False,True,False,,False,False,False,False,False,True,True,False
2026-04-25,cody durden,jafel filho,1,0.3763223723702283,fighter_moving_weight_classes,False,False,False,False,True,False,,True,False,False,True,False,False,False,False
2026-04-25,ryan spann,marcus buchecha,1,0.4692642884108786,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-04-25,max griffin,victor valenzuela,0,0.5793202281788474,ufc_debutant_or_very_low_experience,True,True,False,False,False,False,,False,False,False,False,False,True,False,False
2026-04-25,raoni barcelos,montel jackson,1,0.2955274797866273,large_reach_difference,False,False,True,False,False,False,,False,True,False,False,False,False,False,True
2026-04-25,joselyne edwards,norma dumont,1,0.3586365042511454,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,False,False
2026-04-25,rodolfo vieira,eric mcconico,0,0.5405989974440089,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,True,False
2026-04-25,talita alencar,julia polastri,1,0.4142058738825812,wrestler_vs_striker,False,False,False,False,False,False,,False,False,True,False,False,False,False,False
2026-05-02,dom mar fan,kody steele,0,0.7832815434373681,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,True
2026-05-02,jack della maddalena,carlos prates,0,0.5876150455402468,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-05-02,louie sutherland,tai tuivasa,1,0.3768559125858369,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,True,False,True,False,False,True,False,False
2026-05-09,jim miller,jared gordon,1,0.3840193426879408,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-05-09,sean strickland,khamzat chimaev,1,0.1850814321793513,wrestler_vs_striker,False,False,False,False,False,False,,False,False,True,False,False,False,False,True
2026-05-09,pat sabatini,william gomis,1,0.4297587006162424,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,False,False
2026-05-09,roman kopylov,marco tulio,1,0.4258053088771954,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-05-16,melquizael costa,arnold allen,0,0.5580001526575094,recent_decline,False,False,False,False,False,False,,True,True,False,False,False,False,False,False
2026-05-16,cody brundage,andre petroski,1,0.3564957143931557,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
2026-05-16,daniel santos,dooho choi,0,0.5588415315123502,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,False,False
2026-05-16,ketlen vieira,jacqueline cavalcanti,1,0.2631226233871239,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,True
2026-05-16,juan diaz,malcolm wellmaker,1,0.4119024257726008,ufc_debutant_or_very_low_experience,True,False,False,False,True,False,,False,False,False,False,False,True,False,False
2026-05-16,nicolle caliari,shauna bannon,1,0.3639767060896975,ufc_debutant_or_very_low_experience,True,False,False,False,True,False,,False,False,True,False,False,True,False,False
2026-05-16,benardo sopaj,timmy cuamba,1,0.4322507441274453,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-05-16,artur minev,tommy gantt,0,0.6283342112470851,ufc_debutant_or_very_low_experience,True,True,True,False,False,False,,False,False,False,False,False,True,False,False
2026-05-16,ivan erslan,tuco tokkos,1,0.4205138357813037,other,False,False,False,False,False,False,,False,False,False,False,False,False,False,False
2026-05-30,angela hill,xiong jingnan,1,0.4454338263044645,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-05-30,kai asakura,cameron smotherman,1,0.4549023411284049,ufc_debutant_or_very_low_experience,True,False,False,False,True,False,,False,False,False,False,False,True,True,False
2026-05-30,luis felipe dias,yisak lee,1,0.401981457560274,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,False,False
2026-05-30,alonzo menifield,zhang mingyang,1,0.312539572262243,large_age_difference,False,True,False,False,False,False,,False,False,False,False,False,False,False,False
2026-05-30,zhu kangjie,rodrigo vera,0,0.5190167594243277,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-06-06,santiago luna,bryce mitchell,0,0.5403197838096281,ufc_debutant_or_very_low_experience,True,True,False,False,False,False,,False,False,False,False,False,True,True,False
2026-06-06,fares ziam,tom nolan,0,0.6759637605303975,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,False,False
2026-06-06,joanderson brito,jordan leavitt,1,0.4842729089845655,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,True,False
2026-06-14,steve garcia,diego lopes,0,0.5276098845324998,recent_decline,False,False,False,False,False,False,,True,True,False,False,False,False,True,False
2026-06-14,ilia topuria,justin gaethje,0,0.73081324494422,large_age_difference,False,True,False,False,False,False,,False,False,False,False,False,False,False,True
2026-06-20,allan nascimento,mitch raposo,0,0.5167837748151403,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,True,False
2026-06-20,kevin borjas,andre lima,1,0.2316194859006048,major_upset,False,False,False,False,False,False,,False,False,False,False,False,False,False,True
2026-06-20,michael aswell jr.,gaston bolanos,0,0.593801982827684,large_age_difference,False,True,False,False,True,False,,False,False,False,False,False,False,False,False
2026-06-20,leon shahbazyan,levan chokheli,0,0.5099812814524649,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,False,False,False,False,False,True,True,False
2026-06-20,murtazali magomedov,melsik baghdasaryan,1,0.3905568757507405,ufc_debutant_or_very_low_experience,True,False,False,False,False,False,,True,False,False,False,False,True,False,False
2026-06-27,michal oleksiejczuk,abus magomedov,0,0.5101083723724535,recent_improvement,False,False,False,False,False,False,,False,True,False,False,False,False,True,False
2026-06-27,eric nolan,farman hasanov,0,0.5410759802874108,ufc_debutant_or_very_low_experience,True,False,False,False,True,False,,False,False,False,False,False,True,True,False
2026-06-27,javier reyes,kaan ofli,0,0.6427317819833679,ufc_debutant_or_very_low_experience,True,False,True,False,False,False,,False,False,False,False,False,True,False,False
2026-06-27,nursulton ruziboev,andrey pulyaev,1,0.4656983360120016,close_50_50_fight,False,False,False,False,False,False,,False,False,False,False,False,False,True,False
2026-06-27,manuel torres,rafael fiziev,0,0.6085730196244515,recent_decline,False,False,False,False,False,False,,True,False,False,False,False,False,False,False
