fight_id,fight_date,fighter_a_won,weight_class,probability
26b46336baf995109799d0e8,2019-01-19,1,lightweight,0.24849141656211146
38913c7a553efd0ea27c4ce6,2019-01-19,0,light_heavyweight,0.5110731169580506
8126ece57175e39d22722e5b,2019-01-19,0,welterweight,0.5650109202158312
fb232738136fb41408e97318,2019-01-19,0,bantamweight,0.2393635170462932
cbce63c7e16d47b29e74d88a,2019-01-19,0,lightweight,0.2094061830022447
9a7c75d28b2227d353ffee0b,2019-01-19,1,light_heavyweight,0.2974522912718546
ed17d601382b0e1ee5f25834,2019-01-19,1,heavyweight,0.5299600436301319
5678ee79359ee825af2c6cf6,2019-01-19,0,lightweight,0.38996616663683314
25a9c1526fc208e6c7fe38c0,2019-01-19,0,flyweight,0.7121633312228723
7c630f0caa70766b4c9772ba,2019-01-19,0,womens_flyweight,0.3655239904075879
16e5b4cb10bf8316f059f140,2019-01-19,0,flyweight,0.5726102553190154
e290c1a53b53c40025a2f302,2019-01-19,1,welterweight,0.4657357669915972
24cb0110e15bf9500f3a20ae,2019-01-19,0,womens_flyweight,0.3207425557378917
8efd36d5f3360c4d96328383,2019-02-02,1,lightweight,0.5962380931483601
414613fb990b2e1f8744a998,2019-02-02,0,welterweight,0.33254314205534613
1b0fda4335818f786b8d6f2f,2019-02-02,1,featherweight,0.44265927765531987
1953db6fe5b9744c1843dd12,2019-02-02,0,light_heavyweight,0.3319147520572794
1cd6203b9577bfd25372eb22,2019-02-02,0,featherweight,0.6319250742021717
22cbf1de4862c931b9f97a10,2019-02-02,1,heavyweight,0.44854658206034875
7342c697833ab7bab79bea3e,2019-02-02,0,womens_strawweight,0.2283829847646821
f0a78186a92cdad28af6e943,2019-02-02,0,flyweight,0.5661995724827905
4523cf854ff48df6d66ba36f,2019-02-02,1,womens_flyweight,0.603629919260127
34446cbf52a1732388aac036,2019-02-02,0,middleweight,0.5530760474543895
5467de70ec0bbfc6ea3f127e,2019-02-02,1,bantamweight,0.689975056184251
15c9bca416c7204a3b9a9692,2019-02-02,1,bantamweight,0.47162505900556884
f50a16321d311cfb1f168e8c,2019-02-02,0,welterweight,0.7815030142576452
1d74549a59fbd93e268d0046,2019-02-09,1,lightweight,0.7927920187863832
e4525ba53a52b5b0857e967c,2019-02-09,0,lightweight,0.32612702763795626
896c12a96bf1da79303bc533,2019-02-09,1,middleweight,0.7993881391882832
fcaa078b4857c278dceb747d,2019-02-09,1,light_heavyweight,0.3064362525450648
b253a6a048ba0dd83a41d3a3,2019-02-09,1,flyweight,0.5276622065180594
4c10bda573f8c01d3c440405,2019-02-09,1,lightweight,0.6952228814210701
5fe9e229550df4983795b5be,2019-02-09,0,womens_flyweight,0.31394725736012563
5ad3dfcbceb50baabf4a06f1,2019-02-09,0,bantamweight,0.35292288919473214
19c65e9f1f86ac03182841f4,2019-02-09,0,featherweight,0.20297308225670163
b320535a9010e893cc6fe892,2019-02-09,1,bantamweight,0.49660804888797266
ca6f6af371cc512b6d1734d5,2019-02-09,0,bantamweight,0.641013091732627
fb545f795d0e191fdab5bb79,2019-02-17,0,womens_strawweight,0.4708370159189087
3a7293241a2a807fa182f6f5,2019-02-17,0,featherweight,0.6017406927310281
90e1f32d8c4d591b474fd0de,2019-02-17,0,featherweight,0.5680565393240766
3038757c3f23bac29c322002,2019-02-17,1,womens_flyweight,0.30271780394403186
c015f09a4e1bf33ced9384e3,2019-02-17,0,bantamweight,0.6937897907619021
5891d36900849c98a50352f1,2019-02-17,0,womens_strawweight,0.40099643944161306
6959921b10f78a71e64300e8,2019-02-17,0,heavyweight,0.4845301178567232
657a85fc997ba3106e9c502b,2019-02-17,0,lightweight,0.5674925751786031
ca78a58998323e4f9fdbc72f,2019-02-17,0,bantamweight,0.41725402891346003
8cc10441cbf2614f8785b729,2019-02-17,0,bantamweight,0.5632347348849677
6118a8c78447f0434395fc87,2019-02-17,0,lightweight,0.5122018674212857
38cec55ae4c31d673c6a5cb7,2019-02-17,1,welterweight,0.654979499374203
9e4bab0c77a4e9c538d5684c,2019-02-23,0,lightweight,0.36748449916049875
e7306a3ff9867fb2e7e85ac2,2019-02-23,0,lightweight,0.30084004586174273
c622965b0bcf635ba617dbb7,2019-02-23,0,featherweight,0.3717510585565521
f6151b74f7346e29cfac2985,2019-02-23,1,welterweight,0.4860316868398726
bb340698ea1e7e4cc05fe35d,2019-02-23,0,light_heavyweight,0.5601655201298787
1f68dad92eb77d22953924b9,2019-02-23,0,light_heavyweight,0.3034821090731039
f20354ebb869644c4afccb40,2019-02-23,1,bantamweight,0.6860990139414418
68976dec066e7619e206ce8d,2019-02-23,1,womens_flyweight,0.44955939996246697
56cbf3ea04dbca631e7d843e,2019-02-23,0,light_heavyweight,0.4304470154451953
097be1f05c2d7e6e94d40303,2019-02-23,0,welterweight,0.7754590729784245
63c32ebc206ee6106b382e72,2019-02-23,1,lightweight,0.3404111653644285
fdd038da2b5f04c16971323a,2019-02-23,0,heavyweight,0.42085878348464634
c89ca4669b8e6877497edfa3,2019-02-23,0,womens_flyweight,0.34404740924585087
1b1fe5662b3d023466c64bc5,2019-03-02,0,bantamweight,0.6632391066881711
947d498d822062457d1e667e,2019-03-02,0,bantamweight,0.47733418710015524
0d13e65dd754b3f1bc58e7b8,2019-03-02,0,welterweight,0.7622858031527996
54daae7c0fa28da8ca71a0f5,2019-03-02,1,middleweight,0.5764866203904423
d15183f063880d7d4e9bbce1,2019-03-02,0,womens_bantamweight,0.20928540558616474
5b92ec9d7c9365ea015380d9,2019-03-02,0,featherweight,0.17106883816177998
e6b1f51548c2ef5176c0c18c,2019-03-02,0,light_heavyweight,0.10196507503870267
a4499ea5511393f5c9bd2dbd,2019-03-02,0,light_heavyweight,0.2999915403755839
593c1b1e6c82dec285a0ca06,2019-03-02,1,womens_strawweight,0.2492073216948811
fb04d1b737f436ebc97b03b4,2019-03-02,1,welterweight,0.33401358805638776
568a7229b4b06a6455408f13,2019-03-02,0,womens_strawweight,0.613889805133817
75fc305627143c9630ca9bf5,2019-03-02,0,welterweight,0.4496340300890908
818abb53258da411751b41a4,2019-03-09,0,welterweight,0.37108560453201034
2af546ec2d6b95fc63d0c56e,2019-03-09,0,lightweight,0.4724759368582945
58e767357e6d5c8330f66f2f,2019-03-09,1,welterweight,0.6860970982855451
aeb99a1990e3cb523a3641f3,2019-03-09,1,lightweight,0.6517834838475598
57bb3b3ccfd9285941e2f474,2019-03-09,0,heavyweight,0.38647861405907347
e0fd283d4ad215ea9c9ecb5f,2019-03-09,0,heavyweight,0.5366539348659312
91dd9ae4e12f09809b994011,2019-03-09,1,welterweight,0.46118173808147056
a822ba1d485f0fc8ac120f48,2019-03-09,0,featherweight,0.3059278937876531
5b43785643265dac8e96f96a,2019-03-09,1,bantamweight,0.5035712056330113
33db1b31bad9e3c347f5d190,2019-03-09,1,womens_bantamweight,0.4114869422505444
e992a27d67c8e35a59363798,2019-03-09,0,heavyweight,0.2511522978482636
1598348e4d6680280ca7ecb1,2019-03-09,0,middleweight,0.2926461240219541
5793b77c4043eadce8dbc1a1,2019-03-09,0,welterweight,0.4965744414967649
3b895d43f522ada07f4959b0,2019-03-16,0,featherweight,0.24671874724940487
6d70742b8f98faa563b821eb,2019-03-16,0,featherweight,0.3459982443782223
ace5bfe86e4b0d6735973199,2019-03-16,0,welterweight,0.5046078363764783
353e4c10440a62ea4553e3ff,2019-03-16,0,welterweight,0.6640434227848698
20e86b5d807bb2dc387b78f3,2019-03-16,1,middleweight,0.7189683301551417
f7dfb4e06c955b5b53ddc717,2019-03-16,1,welterweight,0.7046207493284679
6cac406144299eba656c31c8,2019-03-16,0,lightweight,0.4323136717754881
bf87589c5256203f65f72bbf,2019-03-16,1,featherweight,0.2217001438094277
0cc779241aa11d55442d44dc,2019-03-16,0,womens_flyweight,0.23644181993083055
9f29624a5aa95c6c6caf75e2,2019-03-16,0,bantamweight,0.3798077624363965
8f38415a1100e141bbd92841,2019-03-16,0,light_heavyweight,0.5517404717851963
10ac2affd027d19e4dc0a8e1,2019-03-16,0,light_heavyweight,0.3496967064553026
e694a2560234a188ae42e974,2019-03-23,1,womens_flyweight,0.5294336744549873
9c5f20dcf4b276ed3c4a12e7,2019-03-23,1,featherweight,0.579558241921277
de2f47976573bf170793803f,2019-03-23,1,heavyweight,0.580437579708585
f9b2cc6068c2ae45506e9313,2019-03-23,0,flyweight,0.6183106421183105
6871ce208868dbd843118f56,2019-03-23,0,lightweight,0.5236005954828137
3507718bfe13d92f6054b9ed,2019-03-23,1,flyweight,0.43353506998647684
57da958cc94cc83554eaeebb,2019-03-23,1,featherweight,0.6195120581327417
95a795d06d973c01bcfd4990,2019-03-23,0,bantamweight,0.15343357336282012
ab7c36995971e72c6d2cbf53,2019-03-23,1,womens_flyweight,0.4377169484676037
adccd3ef67929e7be8b0fb1f,2019-03-23,1,womens_strawweight,0.5345087207778522
