fight_id,fight_date,fighter_a_won,weight_class,probability
26b46336baf995109799d0e8,2019-01-19,1,lightweight,0.18206988095190035
38913c7a553efd0ea27c4ce6,2019-01-19,0,light_heavyweight,0.508020319049118
8126ece57175e39d22722e5b,2019-01-19,0,welterweight,0.5451529495192339
fb232738136fb41408e97318,2019-01-19,0,bantamweight,0.20604582442986022
cbce63c7e16d47b29e74d88a,2019-01-19,0,lightweight,0.27313302317813953
9a7c75d28b2227d353ffee0b,2019-01-19,1,light_heavyweight,0.3713466384692033
ed17d601382b0e1ee5f25834,2019-01-19,1,heavyweight,0.4726661082437523
5678ee79359ee825af2c6cf6,2019-01-19,0,lightweight,0.3298809541144939
25a9c1526fc208e6c7fe38c0,2019-01-19,0,flyweight,0.6310005437985168
7c630f0caa70766b4c9772ba,2019-01-19,0,womens_flyweight,0.34619680890547505
16e5b4cb10bf8316f059f140,2019-01-19,0,flyweight,0.5542876233006838
e290c1a53b53c40025a2f302,2019-01-19,1,welterweight,0.5117113626773522
24cb0110e15bf9500f3a20ae,2019-01-19,0,womens_flyweight,0.2954383587025859
8efd36d5f3360c4d96328383,2019-02-02,1,lightweight,0.6005550536730874
414613fb990b2e1f8744a998,2019-02-02,0,welterweight,0.3205748276256975
1b0fda4335818f786b8d6f2f,2019-02-02,1,featherweight,0.4513455581641699
1953db6fe5b9744c1843dd12,2019-02-02,0,light_heavyweight,0.2882497869874595
1cd6203b9577bfd25372eb22,2019-02-02,0,featherweight,0.510637257069774
22cbf1de4862c931b9f97a10,2019-02-02,1,heavyweight,0.39334328709752137
7342c697833ab7bab79bea3e,2019-02-02,0,womens_strawweight,0.2750074907276441
f0a78186a92cdad28af6e943,2019-02-02,0,flyweight,0.6299748540948642
4523cf854ff48df6d66ba36f,2019-02-02,1,womens_flyweight,0.5171805191227619
34446cbf52a1732388aac036,2019-02-02,0,middleweight,0.5452591392032347
5467de70ec0bbfc6ea3f127e,2019-02-02,1,bantamweight,0.6203770370289902
15c9bca416c7204a3b9a9692,2019-02-02,1,bantamweight,0.382525778909363
f50a16321d311cfb1f168e8c,2019-02-02,0,welterweight,0.6901965485330195
1d74549a59fbd93e268d0046,2019-02-09,1,lightweight,0.806876854772071
e4525ba53a52b5b0857e967c,2019-02-09,0,lightweight,0.31573860435576007
896c12a96bf1da79303bc533,2019-02-09,1,middleweight,0.8894390106239821
fcaa078b4857c278dceb747d,2019-02-09,1,light_heavyweight,0.3026329962238597
b253a6a048ba0dd83a41d3a3,2019-02-09,1,flyweight,0.6089539758612367
4c10bda573f8c01d3c440405,2019-02-09,1,lightweight,0.7115289913938959
5fe9e229550df4983795b5be,2019-02-09,0,womens_flyweight,0.2974195263215119
5ad3dfcbceb50baabf4a06f1,2019-02-09,0,bantamweight,0.30693810675353
19c65e9f1f86ac03182841f4,2019-02-09,0,featherweight,0.24898927000506504
b320535a9010e893cc6fe892,2019-02-09,1,bantamweight,0.48250879569141786
ca6f6af371cc512b6d1734d5,2019-02-09,0,bantamweight,0.6075150210299449
fb545f795d0e191fdab5bb79,2019-02-17,0,womens_strawweight,0.5066353398721001
3a7293241a2a807fa182f6f5,2019-02-17,0,featherweight,0.5810468133430221
90e1f32d8c4d591b474fd0de,2019-02-17,0,featherweight,0.6463207714898992
3038757c3f23bac29c322002,2019-02-17,1,womens_flyweight,0.4568638650605953
c015f09a4e1bf33ced9384e3,2019-02-17,0,bantamweight,0.6159909457380736
5891d36900849c98a50352f1,2019-02-17,0,womens_strawweight,0.3741524505533516
6959921b10f78a71e64300e8,2019-02-17,0,heavyweight,0.4576238960929166
657a85fc997ba3106e9c502b,2019-02-17,0,lightweight,0.6780422460010923
ca78a58998323e4f9fdbc72f,2019-02-17,0,bantamweight,0.45324555130889155
8cc10441cbf2614f8785b729,2019-02-17,0,bantamweight,0.4670053126114167
6118a8c78447f0434395fc87,2019-02-17,0,lightweight,0.5131084404738288
38cec55ae4c31d673c6a5cb7,2019-02-17,1,welterweight,0.693422587272541
9e4bab0c77a4e9c538d5684c,2019-02-23,0,lightweight,0.39289844903299637
e7306a3ff9867fb2e7e85ac2,2019-02-23,0,lightweight,0.3130041914605703
c622965b0bcf635ba617dbb7,2019-02-23,0,featherweight,0.36842905719725993
f6151b74f7346e29cfac2985,2019-02-23,1,welterweight,0.45216031200569134
bb340698ea1e7e4cc05fe35d,2019-02-23,0,light_heavyweight,0.5576011613285442
1f68dad92eb77d22953924b9,2019-02-23,0,light_heavyweight,0.3853512748224267
f20354ebb869644c4afccb40,2019-02-23,1,bantamweight,0.7271707681167827
68976dec066e7619e206ce8d,2019-02-23,1,womens_flyweight,0.49841727153664717
56cbf3ea04dbca631e7d843e,2019-02-23,0,light_heavyweight,0.3950070515028768
097be1f05c2d7e6e94d40303,2019-02-23,0,welterweight,0.7444029924806188
63c32ebc206ee6106b382e72,2019-02-23,1,lightweight,0.3708602125975251
fdd038da2b5f04c16971323a,2019-02-23,0,heavyweight,0.406325340495718
c89ca4669b8e6877497edfa3,2019-02-23,0,womens_flyweight,0.32550281981897805
1b1fe5662b3d023466c64bc5,2019-03-02,0,bantamweight,0.6791255495105075
947d498d822062457d1e667e,2019-03-02,0,bantamweight,0.4268090438111056
0d13e65dd754b3f1bc58e7b8,2019-03-02,0,welterweight,0.6536868436830785
54daae7c0fa28da8ca71a0f5,2019-03-02,1,middleweight,0.646582245570845
d15183f063880d7d4e9bbce1,2019-03-02,0,womens_bantamweight,0.31894990531834316
5b92ec9d7c9365ea015380d9,2019-03-02,0,featherweight,0.2228351989982801
e6b1f51548c2ef5176c0c18c,2019-03-02,0,light_heavyweight,0.05915155045338548
a4499ea5511393f5c9bd2dbd,2019-03-02,0,light_heavyweight,0.3299101965661682
593c1b1e6c82dec285a0ca06,2019-03-02,1,womens_strawweight,0.2271681545095766
fb04d1b737f436ebc97b03b4,2019-03-02,1,welterweight,0.24861291492934634
568a7229b4b06a6455408f13,2019-03-02,0,womens_strawweight,0.6091926789805461
75fc305627143c9630ca9bf5,2019-03-02,0,welterweight,0.41205750544211234
818abb53258da411751b41a4,2019-03-09,0,welterweight,0.4830683730274164
2af546ec2d6b95fc63d0c56e,2019-03-09,0,lightweight,0.4857945780961903
58e767357e6d5c8330f66f2f,2019-03-09,1,welterweight,0.6313179074513805
aeb99a1990e3cb523a3641f3,2019-03-09,1,lightweight,0.7659139158861717
57bb3b3ccfd9285941e2f474,2019-03-09,0,heavyweight,0.3682657756740019
e0fd283d4ad215ea9c9ecb5f,2019-03-09,0,heavyweight,0.5621636938031287
91dd9ae4e12f09809b994011,2019-03-09,1,welterweight,0.4636732712329893
a822ba1d485f0fc8ac120f48,2019-03-09,0,featherweight,0.34541578835687625
5b43785643265dac8e96f96a,2019-03-09,1,bantamweight,0.5097555394861225
33db1b31bad9e3c347f5d190,2019-03-09,1,womens_bantamweight,0.42102711294140793
e992a27d67c8e35a59363798,2019-03-09,0,heavyweight,0.24976342115826988
1598348e4d6680280ca7ecb1,2019-03-09,0,middleweight,0.43833241635421105
5793b77c4043eadce8dbc1a1,2019-03-09,0,welterweight,0.4698305372767541
3b895d43f522ada07f4959b0,2019-03-16,0,featherweight,0.2774744294282366
6d70742b8f98faa563b821eb,2019-03-16,0,featherweight,0.3549901890921201
ace5bfe86e4b0d6735973199,2019-03-16,0,welterweight,0.5841802013235263
