fighter_id,canonical_name,display_name,alias_name,identity_source
ufcp-f67aa008-2e57-5862-81b0-219bfd57b172,bob cook,Bob Cook,Bob Cook,UFC-DataLab/UFCStats-derived name
ufcp-f67aa008-2e57-5862-81b0-219bfd57b172,bob cook,Bob Cook,BOB COOK,UFC-DataLab/UFCStats-derived name
ufcp-c42115f7-aa04-5057-884c-af2469791319,bob gilstrap,Bob Gilstrap,BOB GILSTRAP,UFC-DataLab/UFCStats-derived name
ufcp-c42115f7-aa04-5057-884c-af2469791319,bob gilstrap,Bob Gilstrap,Bob Gilstrap,UFC-DataLab/UFCStats-derived name
ufcp-1f0313e6-9d32-557c-a324-824743b0894f,bob sapp,Bob Sapp,Bob Sapp,UFC-DataLab/UFCStats-derived name
ufcp-4a216aa2-a4ed-5914-ab0d-b32692784d6a,bob schrijber,Bob Schrijber,Bob Schrijber,UFC-DataLab/UFCStats-derived name
ufcp-f3aa3510-07f5-57e9-8f84-16bbd00671e6,bobby cooper,Bobby Cooper,Bobby Cooper,UFC-DataLab/UFCStats-derived name
ufcp-47a3978b-8d24-59df-b22b-f4884dbba041,bobby escalante,Bobby Escalante,Bobby Escalante,UFC-DataLab/UFCStats-derived name
ufcp-738a62ad-2032-547e-a432-e127b57011a5,bobby flynn,Bobby Flynn,Bobby Flynn,UFC-DataLab/UFCStats-derived name
ufcp-806a7ff0-f171-5625-bff1-0c8ddfeea519,bobby green,Bobby Green,Bobby Green,UFC-DataLab/UFCStats-derived name
ufcp-1ab38aae-c756-5522-90ac-0e62ae6f80b7,bobby hoffman,Bobby Hoffman,Bobby Hoffman,UFC-DataLab/UFCStats-derived name
ufcp-1ab38aae-c756-5522-90ac-0e62ae6f80b7,bobby hoffman,Bobby Hoffman,BOBBY HOFFMAN,UFC-DataLab/UFCStats-derived name
ufcp-2b5830a9-bc95-5ce0-b117-190048e66e42,bobby lashley,Bobby Lashley,Bobby Lashley,UFC-DataLab/UFCStats-derived name
ufcp-b31f7e01-8ca3-5aed-8ff6-2ce50a52d3a5,bobby mcandrews,Bobby McAndrews,Bobby McAndrews,UFC-DataLab/UFCStats-derived name
ufcp-1882de1d-a179-5383-ad9a-da3afb1abb5d,bobby moffett,Bobby Moffett,Bobby Moffett,UFC-DataLab/UFCStats-derived name
ufcp-1882de1d-a179-5383-ad9a-da3afb1abb5d,bobby moffett,Bobby Moffett,BOBBY MOFFETT,UFC-DataLab/UFCStats-derived name
ufcp-03893b4c-7e4b-5a1f-994c-90c41e78417d,bobby nash,Bobby Nash,Bobby Nash,UFC-DataLab/UFCStats-derived name
ufcp-03893b4c-7e4b-5a1f-994c-90c41e78417d,bobby nash,Bobby Nash,BOBBY NASH,UFC-DataLab/UFCStats-derived name
ufcp-60be2070-f679-5cee-bfe0-b9db84608c0a,bobby sanchez,Bobby Sanchez,Bobby Sanchez,UFC-DataLab/UFCStats-derived name
ufcp-bac1390a-248d-5151-9b21-60af6cd0cfb9,bobby southworth,Bobby Southworth,BOBBY SOUTHWORTH,UFC-DataLab/UFCStats-derived name
ufcp-bac1390a-248d-5151-9b21-60af6cd0cfb9,bobby southworth,Bobby Southworth,Bobby Southworth,UFC-DataLab/UFCStats-derived name
ufcp-71a3ad1c-1ec9-5c4c-8de0-fb69aacd2321,bobby stack,Bobby Stack,Bobby Stack,UFC-DataLab/UFCStats-derived name
ufcp-567be3ba-ecad-5264-9b20-7d4c7aa423d9,bobby voelker,Bobby Voelker,BOBBY VOELKER,UFC-DataLab/UFCStats-derived name
ufcp-567be3ba-ecad-5264-9b20-7d4c7aa423d9,bobby voelker,Bobby Voelker,Bobby Voelker,UFC-DataLab/UFCStats-derived name
ufcp-8a119bcd-acbc-501b-8e95-0af479e9a073,bogdan grad,Bogdan Grad,BOGDAN GRAD,UFC-DataLab/UFCStats-derived name
ufcp-34d38ecc-ca34-571c-9404-f385737a6e20,bogdan guskov,Bogdan Guskov,BOGDAN GUSKOV,UFC-DataLab/UFCStats-derived name
ufcp-18280842-7e24-56c1-9777-69c5eff14cbd,bojan mihajlovic,Bojan Mihajlovic,BOJAN MIHAJLOVIC,UFC-DataLab/UFCStats-derived name
ufcp-18280842-7e24-56c1-9777-69c5eff14cbd,bojan mihajlovic,Bojan Mihajlovic,Bojan Mihajlovic,UFC-DataLab/UFCStats-derived name
ufcp-6b8c273c-aeb4-5b46-9831-71ea3e0bda4e,bojan velickovic,Bojan Velickovic,Bojan Velickovic,UFC-DataLab/UFCStats-derived name
ufcp-6b8c273c-aeb4-5b46-9831-71ea3e0bda4e,bojan velickovic,Bojan Velickovic,BOJAN VELICKOVIC,UFC-DataLab/UFCStats-derived name
ufcp-6d15d329-c1a9-5d9b-a2e0-45c1f13cc02b,bolaji oki,Bolaji Oki,BOLAJI OKI,UFC-DataLab/UFCStats-derived name
ufcp-34a9f960-5af5-5b4b-af73-dd4b47954e4e,booker derousse,Booker DeRousse,Booker DeRousse,UFC-DataLab/UFCStats-derived name
ufcp-e0647f75-9aa7-5faa-82e5-22981df7aea9,boston salmon,Boston Salmon,Boston Salmon,UFC-DataLab/UFCStats-derived name
ufcp-e0647f75-9aa7-5faa-82e5-22981df7aea9,boston salmon,Boston Salmon,BOSTON SALMON,UFC-DataLab/UFCStats-derived name
ufcp-d79bce45-4c06-57f0-8ed3-5acafdb979c7,brad blackburn,Brad Blackburn,Brad Blackburn,UFC-DataLab/UFCStats-derived name
ufcp-d79bce45-4c06-57f0-8ed3-5acafdb979c7,brad blackburn,Brad Blackburn,BRAD BLACKBURN,UFC-DataLab/UFCStats-derived name
ufcp-0ee2043f-ede3-537e-9adb-7619ff24703b,brad gumm,Brad Gumm,BRAD GUMM,UFC-DataLab/UFCStats-derived name
ufcp-0ee2043f-ede3-537e-9adb-7619ff24703b,brad gumm,Brad Gumm,Brad Gumm,UFC-DataLab/UFCStats-derived name
ufcp-d9f2f415-af67-5e4d-a066-bb24447ebab7,brad imes,Brad Imes,BRAD IMES,UFC-DataLab/UFCStats-derived name
ufcp-d9f2f415-af67-5e4d-a066-bb24447ebab7,brad imes,Brad Imes,Brad Imes,UFC-DataLab/UFCStats-derived name
ufcp-58fd70fe-3b60-5bd1-90b5-2a7447bb2abd,brad katona,Brad Katona,Brad Katona,UFC-DataLab/UFCStats-derived name
ufcp-58fd70fe-3b60-5bd1-90b5-2a7447bb2abd,brad katona,Brad Katona,BRAD KATONA,UFC-DataLab/UFCStats-derived name
ufcp-fda697a9-4c64-59e6-aa2f-ab9150581ac0,brad kohler,Brad Kohler,BRAD KOHLER,UFC-DataLab/UFCStats-derived name
ufcp-fda697a9-4c64-59e6-aa2f-ab9150581ac0,brad kohler,Brad Kohler,Brad Kohler,UFC-DataLab/UFCStats-derived name
ufcp-9eee3c24-ae1d-5080-823d-f88cc7aa5f4f,brad mitchell,Brad Mitchell,Brad Mitchell,UFC-DataLab/UFCStats-derived name
ufcp-4469a6a5-c726-5a77-979c-5a16f7b01f3a,brad morris,Brad Morris,Brad Morris,UFC-DataLab/UFCStats-derived name
ufcp-4469a6a5-c726-5a77-979c-5a16f7b01f3a,brad morris,Brad Morris,BRAD MORRIS,UFC-DataLab/UFCStats-derived name
ufcp-5867d068-7973-5d76-88b2-b78baf60a01d,brad pickett,Brad Pickett,Brad Pickett,UFC-DataLab/UFCStats-derived name
ufcp-5867d068-7973-5d76-88b2-b78baf60a01d,brad pickett,Brad Pickett,BRAD PICKETT,UFC-DataLab/UFCStats-derived name
ufcp-0e9e021a-a4e1-5bc0-9e73-d7aafd02f65a,brad riddell,Brad Riddell,BRAD RIDDELL,UFC-DataLab/UFCStats-derived name
ufcp-0e9e021a-a4e1-5bc0-9e73-d7aafd02f65a,brad riddell,Brad Riddell,Brad Riddell,UFC-DataLab/UFCStats-derived name
ufcp-a421b429-23a3-5b3a-9cb3-7c7f4ac0bb70,brad royster,Brad Royster,Brad Royster,UFC-DataLab/UFCStats-derived name
ufcp-d5fe32f2-2543-57b5-85de-3b9e40d975db,brad scott,Brad Scott,BRAD SCOTT,UFC-DataLab/UFCStats-derived name
ufcp-d5fe32f2-2543-57b5-85de-3b9e40d975db,brad scott,Brad Scott,Brad Scott,UFC-DataLab/UFCStats-derived name
ufcp-6477f33f-9064-5d82-a232-78b86bec499e,brad tavares,Brad Tavares,Brad Tavares,UFC-DataLab/UFCStats-derived name
ufcp-6477f33f-9064-5d82-a232-78b86bec499e,brad tavares,Brad Tavares,BRAD TAVARES,UFC-DataLab/UFCStats-derived name
ufcp-895b7d5c-ab8c-5278-9595-4f8566d1546a,brady fink,Brady Fink,Brady Fink,UFC-DataLab/UFCStats-derived name
ufcp-8b7d6182-4f05-578f-bdbf-6fc134d32922,brady hiestand,Brady Hiestand,BRADY HIESTAND,UFC-DataLab/UFCStats-derived name
ufcp-f57295a9-d772-5a54-89ff-d21390747e7f,brady huang,Brady Huang,Brady Huang,UFC-DataLab/UFCStats-derived name
ufcp-61b8e6e7-1045-5828-b47a-10a52ae9a886,branden lee hinkle,Branden Lee Hinkle,Branden Lee Hinkle,UFC-DataLab/UFCStats-derived name
ufcp-61b8e6e7-1045-5828-b47a-10a52ae9a886,branden lee hinkle,Branden Lee Hinkle,BRANDEN LEE HINKLE,UFC-DataLab/UFCStats-derived name
ufcp-5c20b1f2-b8c0-5bc4-afa7-c9826619001c,brando pericic,Brando Pericic,BRANDO PERICIC,UFC-DataLab/UFCStats-derived name
ufcp-dad44953-6d40-5c14-a7e8-c431ae8c5e73,brandon cash,Brandon Cash,Brandon Cash,UFC-DataLab/UFCStats-derived name
ufcp-e4ce3fa7-b14c-55a0-9b2a-4897acb8c7cd,brandon davis,Brandon Davis,BRANDON DAVIS,UFC-DataLab/UFCStats-derived name
ufcp-e4ce3fa7-b14c-55a0-9b2a-4897acb8c7cd,brandon davis,Brandon Davis,Brandon Davis,UFC-DataLab/UFCStats-derived name
ufcp-7d98920c-5bb4-575a-9a02-6c6e04ba3c4b,brandon foxworth,Brandon Foxworth,Brandon Foxworth,UFC-DataLab/UFCStats-derived name
ufcp-ab72fb92-b4b7-5eef-a89e-42cdce9debe4,brandon gaines,Brandon Gaines,Brandon Gaines,UFC-DataLab/UFCStats-derived name
ufcp-f8e4a8fd-6b62-509d-aea4-7032095bdea4,brandon girtz,Brandon Girtz,Brandon Girtz,UFC-DataLab/UFCStats-derived name
ufcp-d5660e3f-7268-59d3-b94b-b139be718e3f,brandon halsey,Brandon Halsey,Brandon Halsey,UFC-DataLab/UFCStats-derived name
ufcp-53912696-3cc8-59a0-8bf9-e5dfcb8c53aa,brandon hester,Brandon Hester,Brandon Hester,UFC-DataLab/UFCStats-derived name
ufcp-8d750a96-6b2b-532c-a713-0be21b31dc9f,brandon jenkins,Brandon Jenkins,BRANDON JENKINS,UFC-DataLab/UFCStats-derived name
ufcp-2253670d-dc5b-5a00-af72-81fbeeacf282,brandon lowe,Brandon Lowe,Brandon Lowe,UFC-DataLab/UFCStats-derived name
ufcp-38d4cfd6-fd21-535b-a7a0-4f16571e4c9a,brandon magana,Brandon Magana,Brandon Magana,UFC-DataLab/UFCStats-derived name
ufcp-592c7ee4-64f9-542b-bbb6-03aea00070ab,brandon melendez,Brandon Melendez,BRANDON MELENDEZ,UFC-DataLab/UFCStats-derived name
ufcp-592c7ee4-64f9-542b-bbb6-03aea00070ab,brandon melendez,Brandon Melendez,Brandon Melendez,UFC-DataLab/UFCStats-derived name
ufcp-1b8f03fe-da44-569b-956f-87c5b96cde9a,brandon michaels,Brandon Michaels,Brandon Michaels,UFC-DataLab/UFCStats-derived name
ufcp-a3413830-de81-5b06-bc2a-7b8e27a0e0d5,brandon moreno,Brandon Moreno,Brandon Moreno,UFC-DataLab/UFCStats-derived name
ufcp-a3413830-de81-5b06-bc2a-7b8e27a0e0d5,brandon moreno,Brandon Moreno,BRANDON MORENO,UFC-DataLab/UFCStats-derived name
ufcp-a6758385-abc2-550d-b813-9cb0825356b4,brandon polcare,Brandon Polcare,Brandon Polcare,UFC-DataLab/UFCStats-derived name
ufcp-a3abd4b3-6e6a-5ded-9ac2-ced7b7f133a9,brandon royval,Brandon Royval,Brandon Royval,UFC-DataLab/UFCStats-derived name
ufcp-a3abd4b3-6e6a-5ded-9ac2-ced7b7f133a9,brandon royval,Brandon Royval,BRANDON ROYVAL,UFC-DataLab/UFCStats-derived name
ufcp-1495d36a-95bf-5db4-ba6e-4b6d06a1acb6,brandon saling,Brandon Saling,Brandon Saling,UFC-DataLab/UFCStats-derived name
ufcp-c2c9206c-2ccf-52dd-955f-73bda128e2a3,brandon sayles,Brandon Sayles,Brandon Sayles,UFC-DataLab/UFCStats-derived name
ufcp-e941057a-b474-5df2-bad9-5169e94383b9,brandon sene,Brandon Sene,Brandon Sene,UFC-DataLab/UFCStats-derived name
ufcp-5332f913-e447-5f6f-8629-ced220ba0025,brandon shuey,Brandon Shuey,Brandon Shuey,UFC-DataLab/UFCStats-derived name
ufcp-ec56f150-51dd-5e92-9f72-9d7df790a549,brandon thatch,Brandon Thatch,BRANDON THATCH,UFC-DataLab/UFCStats-derived name
ufcp-ec56f150-51dd-5e92-9f72-9d7df790a549,brandon thatch,Brandon Thatch,Brandon Thatch,UFC-DataLab/UFCStats-derived name
ufcp-726491a7-d24f-5da4-b2f1-79ae5b5e7bb9,brandon vera,Brandon Vera,BRANDON VERA,UFC-DataLab/UFCStats-derived name
ufcp-726491a7-d24f-5da4-b2f1-79ae5b5e7bb9,brandon vera,Brandon Vera,Brandon Vera,UFC-DataLab/UFCStats-derived name
ufcp-42f40d88-1edb-5ce9-a4c4-4154a3ba8ae5,brandon visher,Brandon Visher,Brandon Visher,UFC-DataLab/UFCStats-derived name
ufcp-1be37b51-602a-5586-b506-544e7541e866,brandon wolff,Brandon Wolff,BRANDON WOLFF,UFC-DataLab/UFCStats-derived name
ufcp-1be37b51-602a-5586-b506-544e7541e866,brandon wolff,Brandon Wolff,Brandon Wolff,UFC-DataLab/UFCStats-derived name
ufcp-d0f3b490-cece-585a-8802-c06df2939feb,branko cikatic,Branko Cikatic,Branko Cikatic,UFC-DataLab/UFCStats-derived name
ufcp-a3e951a0-1996-519b-b84c-f27f7b9c4dfe,braxton smith,Braxton Smith,BRAXTON SMITH,UFC-DataLab/UFCStats-derived name
ufcp-1a47fce5-bf0b-53e8-bb12-2f2408add9ba,brendan allen,Brendan Allen,BRENDAN ALLEN,UFC-DataLab/UFCStats-derived name
ufcp-6684550a-7bbe-5165-a313-9c7455ed0761,brendan loughnane,Brendan Loughnane,BRENDAN LOUGHNANE,UFC-DataLab/UFCStats-derived name
ufcp-6684550a-7bbe-5165-a313-9c7455ed0761,brendan loughnane,Brendan Loughnane,Brendan Loughnane,UFC-DataLab/UFCStats-derived name
ufcp-aa7ab22a-aea0-558c-ad9c-421f81a261f4,brendan o reilly,Brendan O'Reilly,Brendan O'Reilly,UFC-DataLab/UFCStats-derived name
ufcp-aa7ab22a-aea0-558c-ad9c-421f81a261f4,brendan o reilly,Brendan O'Reilly,BRENDAN O'REILLY,UFC-DataLab/UFCStats-derived name
ufcp-ddec2384-3c7a-5ddb-a03b-c650bcd505de,brendan schaub,Brendan Schaub,BRENDAN SCHAUB,UFC-DataLab/UFCStats-derived name
ufcp-ddec2384-3c7a-5ddb-a03b-c650bcd505de,brendan schaub,Brendan Schaub,Brendan Schaub,UFC-DataLab/UFCStats-derived name
ufcp-b0251d9b-8290-5558-9212-9bcd3fa76572,brendan seguin,Brendan Seguin,Brendan Seguin,UFC-DataLab/UFCStats-derived name
ufcp-12a636ab-e2c8-5b06-88a4-1552b44e8813,brendon marotte,Brendon Marotte,BRENDON MAROTTE,UFC-DataLab/UFCStats-derived name
ufcp-6fe9854d-a554-5a7f-a251-08c2306ebe64,brendson ribeiro,Brendson Ribeiro,BRENDSON RIBEIRO,UFC-DataLab/UFCStats-derived name
ufcp-66264105-00f8-57f1-97b9-e321e8a90324,brennan ward,Brennan Ward,Brennan Ward,UFC-DataLab/UFCStats-derived name
ufcp-dc90edb5-8775-574c-9e27-b3bd47b9fdbf,brent primus,Brent Primus,Brent Primus,UFC-DataLab/UFCStats-derived name
ufcp-7588a23d-144b-54f7-bbb1-18ba4419e96f,bret bergmark,Bret Bergmark,Bret Bergmark,UFC-DataLab/UFCStats-derived name
ufcp-772fcfdc-06cf-54a7-98c9-091ef9f9c272,brett albee,Brett Albee,Brett Albee,UFC-DataLab/UFCStats-derived name
ufcp-aa79bc15-3dce-58f5-a49b-4dc0d64346af,brett cooper,Brett Cooper,Brett Cooper,UFC-DataLab/UFCStats-derived name
ufcp-030db580-78ff-5b11-a64a-3329a7ad389d,brett johns,Brett Johns,Brett Johns,UFC-DataLab/UFCStats-derived name
ufcp-030db580-78ff-5b11-a64a-3329a7ad389d,brett johns,Brett Johns,BRETT JOHNS,UFC-DataLab/UFCStats-derived name
ufcp-6c1ebc94-61f5-5059-a24f-7dc08255f594,brett rogers,Brett Rogers,Brett Rogers,UFC-DataLab/UFCStats-derived name
ufcp-f3e14f1c-6a93-5b5c-8215-8d9a5859fdd9,brett tillis,Brett Tillis,Brett Tillis,UFC-DataLab/UFCStats-derived name
ufcp-6ab4a1c5-f513-506d-b3d8-66d326f879d7,brian bowles,Brian Bowles,BRIAN BOWLES,UFC-DataLab/UFCStats-derived name
ufcp-6ab4a1c5-f513-506d-b3d8-66d326f879d7,brian bowles,Brian Bowles,Brian Bowles,UFC-DataLab/UFCStats-derived name
ufcp-5af555e5-df47-5238-8e74-cb175a535bcf,brian camozzi,Brian Camozzi,BRIAN CAMOZZI,UFC-DataLab/UFCStats-derived name
ufcp-5af555e5-df47-5238-8e74-cb175a535bcf,brian camozzi,Brian Camozzi,Brian Camozzi,UFC-DataLab/UFCStats-derived name
ufcp-65f50bfd-3fa0-5460-b3fe-f3fa90723a3b,brian cobb,Brian Cobb,Brian Cobb,UFC-DataLab/UFCStats-derived name
ufcp-65f50bfd-3fa0-5460-b3fe-f3fa90723a3b,brian cobb,Brian Cobb,BRIAN COBB,UFC-DataLab/UFCStats-derived name
ufcp-6e5242c1-562d-5e58-8ccf-3f279a4b02b0,brian davidson,Brian Davidson,Brian Davidson,UFC-DataLab/UFCStats-derived name
ufcp-45e9c640-10de-56d2-a4fa-0c55f32ba1d6,brian ebersole,Brian Ebersole,Brian Ebersole,UFC-DataLab/UFCStats-derived name
ufcp-45e9c640-10de-56d2-a4fa-0c55f32ba1d6,brian ebersole,Brian Ebersole,BRIAN EBERSOLE,UFC-DataLab/UFCStats-derived name
ufcp-e9be667b-b824-52e6-94e5-2736f67edd24,brian foster,Brian Foster,Brian Foster,UFC-DataLab/UFCStats-derived name
ufcp-e9be667b-b824-52e6-94e5-2736f67edd24,brian foster,Brian Foster,BRIAN FOSTER,UFC-DataLab/UFCStats-derived name
ufcp-e8a2f5e5-83fb-5244-a06e-0787f86ff22a,brian gassaway,Brian Gassaway,BRIAN GASSAWAY,UFC-DataLab/UFCStats-derived name
ufcp-e8a2f5e5-83fb-5244-a06e-0787f86ff22a,brian gassaway,Brian Gassaway,Brian Gassaway,UFC-DataLab/UFCStats-derived name
ufcp-c022f95a-f9da-5a93-bbf3-527fc788dd0a,brian geraghty,Brian Geraghty,BRIAN GERAGHTY,UFC-DataLab/UFCStats-derived name
ufcp-c022f95a-f9da-5a93-bbf3-527fc788dd0a,brian geraghty,Brian Geraghty,Brian Geraghty,UFC-DataLab/UFCStats-derived name
ufcp-1bf066d1-9afb-5dc2-9cd2-9708c0b1cad8,brian houston,Brian Houston,BRIAN HOUSTON,UFC-DataLab/UFCStats-derived name
ufcp-1bf066d1-9afb-5dc2-9cd2-9708c0b1cad8,brian houston,Brian Houston,Brian Houston,UFC-DataLab/UFCStats-derived name
ufcp-29eedbaa-bddf-5b0f-b4a7-362baea1a3fb,brian johnston,Brian Johnston,Brian Johnston,UFC-DataLab/UFCStats-derived name
ufcp-29eedbaa-bddf-5b0f-b4a7-362baea1a3fb,brian johnston,Brian Johnston,BRIAN JOHNSTON,UFC-DataLab/UFCStats-derived name
ufcp-1c902021-1eb3-5e27-a8ab-6df583d2d0ee,brian kelleher,Brian Kelleher,Brian Kelleher,UFC-DataLab/UFCStats-derived name
ufcp-1c902021-1eb3-5e27-a8ab-6df583d2d0ee,brian kelleher,Brian Kelleher,BRIAN KELLEHER,UFC-DataLab/UFCStats-derived name
ufcp-976fb18e-f109-54bf-9e91-f0212c505a85,brian lo a njoe,Brian Lo-A-Njoe,Brian Lo-A-Njoe,UFC-DataLab/UFCStats-derived name
ufcp-e6ecd13b-1e5b-54ce-ada1-fdf649c6cdb6,brian mclaughlin,Brian McLaughlin,Brian McLaughlin,UFC-DataLab/UFCStats-derived name
ufcp-7bc3be8e-8e32-586a-978c-ab91f915a5de,brian melancon,Brian Melancon,Brian Melancon,UFC-DataLab/UFCStats-derived name
ufcp-7bc3be8e-8e32-586a-978c-ab91f915a5de,brian melancon,Brian Melancon,BRIAN MELANCON,UFC-DataLab/UFCStats-derived name
ufcp-bd794501-9c0a-5839-b301-6f79656aac00,brian ortega,Brian Ortega,Brian Ortega,UFC-DataLab/UFCStats-derived name
ufcp-bd794501-9c0a-5839-b301-6f79656aac00,brian ortega,Brian Ortega,BRIAN ORTEGA,UFC-DataLab/UFCStats-derived name
ufcp-6d7cef7c-4c90-5e2e-beef-b58453c06eb4,brian rogers,Brian Rogers,Brian Rogers,UFC-DataLab/UFCStats-derived name
ufcp-b9c9e414-32ab-5c8a-8da5-d8bd85dea9bf,brian schwartz,Brian Schwartz,Brian Schwartz,UFC-DataLab/UFCStats-derived name
ufcp-f73010c2-0b85-5ec0-ae25-4b5b805f5861,brian sleeman,Brian Sleeman,Brian Sleeman,UFC-DataLab/UFCStats-derived name
ufcp-2df17535-05b7-52d4-819c-aa6758dedd10,brian stann,Brian Stann,Brian Stann,UFC-DataLab/UFCStats-derived name
ufcp-2df17535-05b7-52d4-819c-aa6758dedd10,brian stann,Brian Stann,BRIAN STANN,UFC-DataLab/UFCStats-derived name
ufcp-7c230821-3882-5b1c-a7e6-cc5a1588a3f2,brian warren,Brian Warren,Brian Warren,UFC-DataLab/UFCStats-derived name
ufcp-f0e417b0-4ad7-51a2-ab28-4c0a2a6cdf9e,brianna fortino,Brianna Fortino,BRIANNA FORTINO,UFC-DataLab/UFCStats-derived name
ufcp-a837f83c-2da4-5203-8802-da2f4bd69c62,brianna van buren,Brianna Van Buren,Brianna Van Buren,UFC-DataLab/UFCStats-derived name
ufcp-49987be3-cb72-5aef-a070-22be5f756db1,bristol marunde,Bristol Marunde,Bristol Marunde,UFC-DataLab/UFCStats-derived name
ufcp-49987be3-cb72-5aef-a070-22be5f756db1,bristol marunde,Bristol Marunde,BRISTOL MARUNDE,UFC-DataLab/UFCStats-derived name
ufcp-79ee5bd7-1dc8-5ffa-a519-13c13db93eb9,brock jardine,Brock Jardine,BROCK JARDINE,UFC-DataLab/UFCStats-derived name
ufcp-79ee5bd7-1dc8-5ffa-a519-13c13db93eb9,brock jardine,Brock Jardine,Brock Jardine,UFC-DataLab/UFCStats-derived name
ufcp-02525c17-f2eb-5130-9a10-49d7ccc89243,brock larson,Brock Larson,Brock Larson,UFC-DataLab/UFCStats-derived name
ufcp-02525c17-f2eb-5130-9a10-49d7ccc89243,brock larson,Brock Larson,BROCK LARSON,UFC-DataLab/UFCStats-derived name
ufcp-5773ac3a-af5b-52a6-8491-3461d07b5723,brock lesnar,Brock Lesnar,BROCK LESNAR,UFC-DataLab/UFCStats-derived name
ufcp-5773ac3a-af5b-52a6-8491-3461d07b5723,brock lesnar,Brock Lesnar,Brock Lesnar,UFC-DataLab/UFCStats-derived name
ufcp-6cd2eb2a-6da1-5ffd-b051-c8b9de79273c,brodie farber,Brodie Farber,BRODIE FARBER,UFC-DataLab/UFCStats-derived name
ufcp-6cd2eb2a-6da1-5ffd-b051-c8b9de79273c,brodie farber,Brodie Farber,Brodie Farber,UFC-DataLab/UFCStats-derived name
ufcp-db75fc90-0b46-59cd-9f76-6581d40cd5f9,brogan walker,Brogan Walker,BROGAN WALKER,UFC-DataLab/UFCStats-derived name
ufcp-76a8c5ae-7981-56c2-b649-e764ef49a4af,brok weaver,Brok Weaver,BROK WEAVER,UFC-DataLab/UFCStats-derived name
ufcp-76a8c5ae-7981-56c2-b649-e764ef49a4af,brok weaver,Brok Weaver,Brok Weaver,UFC-DataLab/UFCStats-derived name
ufcp-26f1e2dd-9c2b-524c-b2b0-fe9eeaaa6056,bronson mohika,Bronson Mohika,Bronson Mohika,UFC-DataLab/UFCStats-derived name
ufcp-8a3136d0-e168-5908-8cfe-d01e56955d1f,brooke mayo,Brooke Mayo,Brooke Mayo,UFC-DataLab/UFCStats-derived name
ufcp-991532fc-f115-5695-a6df-4645d4b53627,bruna brasil,Bruna Brasil,BRUNA BRASIL,UFC-DataLab/UFCStats-derived name
ufcp-c9f8f422-6f11-56fe-be5c-d0cc5dcbb395,brunno ferreira,Brunno Ferreira,BRUNNO FERREIRA,UFC-DataLab/UFCStats-derived name
ufcp-9bb233d0-01e4-5291-9daa-3cb4fe7f4bc7,bruno assis,Bruno Assis,Bruno Assis,UFC-DataLab/UFCStats-derived name
ufcp-0089d952-eff3-5a6d-869a-e3e5bf34a8b9,bruno carvalho,Bruno Carvalho,Bruno Carvalho,UFC-DataLab/UFCStats-derived name
ufcp-73160deb-e720-5c77-9de8-449d693baccd,bruno korea,Bruno Korea,BRUNO KOREA,UFC-DataLab/UFCStats-derived name
ufcp-86c161a6-dcaf-5801-91c1-ce43798ddf4e,bruno lopes,Bruno Lopes,BRUNO LOPES,UFC-DataLab/UFCStats-derived name
ufcp-7b8ee5b0-bbe8-5420-8a60-e6174903fc93,bruno oliveira,Bruno Oliveira,Bruno Oliveira,UFC-DataLab/UFCStats-derived name
ufcp-3015f63d-3b1b-5235-b100-818488bf5259,bruno rodrigues,Bruno Rodrigues,Bruno Rodrigues,UFC-DataLab/UFCStats-derived name
ufcp-b99246ee-26fa-5eae-b5fc-c110b4a1c261,bruno santos,Bruno Santos,BRUNO SANTOS,UFC-DataLab/UFCStats-derived name
ufcp-b99246ee-26fa-5eae-b5fc-c110b4a1c261,bruno santos,Bruno Santos,Bruno Santos,UFC-DataLab/UFCStats-derived name
ufcp-ad8422a4-57c8-59aa-95ae-8dad2fc82168,bruno silva,Bruno Silva,BRUNO SILVA,UFC-DataLab/UFCStats-derived name
ufcp-d0a29d13-099d-5c34-9e36-af0f7ddbe851,bruno souza,Bruno Souza,BRUNO SOUZA,UFC-DataLab/UFCStats-derived name
ufcp-cbb433a9-d75b-58e3-8def-3d036faa403b,bryan baker,Bryan Baker,Bryan Baker,UFC-DataLab/UFCStats-derived name
ufcp-a921f234-5d04-5016-bded-adad6ddb74fc,bryan barberena,Bryan Barberena,BRYAN BARBERENA,UFC-DataLab/UFCStats-derived name
ufcp-a921f234-5d04-5016-bded-adad6ddb74fc,bryan barberena,Bryan Barberena,Bryan Barberena,UFC-DataLab/UFCStats-derived name
ufcp-58eb202c-cb5c-5494-a6e5-9a9de9a4aec4,bryan battle,Bryan Battle,BRYAN BATTLE,UFC-DataLab/UFCStats-derived name
ufcp-1766e659-2c95-5f1a-9a8a-84610694e831,bryan caraway,Bryan Caraway,BRYAN CARAWAY,UFC-DataLab/UFCStats-derived name
ufcp-1766e659-2c95-5f1a-9a8a-84610694e831,bryan caraway,Bryan Caraway,Bryan Caraway,UFC-DataLab/UFCStats-derived name
ufcp-4a563bd4-f275-5b86-98a2-0ba1f5fe41b4,bryan humes,Bryan Humes,Bryan Humes,UFC-DataLab/UFCStats-derived name
ufcp-d5c9c4cd-ff45-51b1-b49c-6cddbb84fa2a,bryan pardoe,Bryan Pardoe,Bryan Pardoe,UFC-DataLab/UFCStats-derived name
