fighter_id,canonical_name,display_name,alias_name,identity_source
ufcp-0822163e-b270-5968-88e1-9c22429c39eb,jose palacios,Jose Palacios,Jose Palacios,UFC-DataLab/UFCStats-derived name
ufcp-38c1dfc5-e65f-5e2c-9a4b-6da52797a8df,jose perez,Jose Perez,Jose Perez,UFC-DataLab/UFCStats-derived name
ufcp-9a30a794-cdb6-5297-acd4-a6c65be22407,jose quinonez,Jose Quinonez,Jose Quinonez,UFC-DataLab/UFCStats-derived name
ufcp-9a30a794-cdb6-5297-acd4-a6c65be22407,jose quinonez,Jose Quinonez,JOSE QUINONEZ,UFC-DataLab/UFCStats-derived name
ufcp-9437761f-9a78-5418-a072-c22af4c57af2,jose santibanez,Jose Santibanez,Jose Santibanez,UFC-DataLab/UFCStats-derived name
ufcp-fdb1fe35-3bca-5513-b9ae-6c239b358045,jose souza,Jose Souza,JOSE SOUZA,UFC-DataLab/UFCStats-derived name
ufcp-7fdb63c2-9d88-5fe8-9e05-696a7c34d2a2,jose torres,Jose Torres,Jose Torres,UFC-DataLab/UFCStats-derived name
ufcp-7fdb63c2-9d88-5fe8-9e05-696a7c34d2a2,jose torres,Jose Torres,JOSE TORRES,UFC-DataLab/UFCStats-derived name
ufcp-8a095aba-2591-59d0-a228-348cc2b57435,josefine knutsson,Josefine Knutsson,JOSEFINE KNUTSSON,UFC-DataLab/UFCStats-derived name
ufcp-b99b3b3b-6849-5e1c-81a5-d907c800a45d,joselyne edwards,Joselyne Edwards,JOSELYNE EDWARDS,UFC-DataLab/UFCStats-derived name
ufcp-dce27856-70e0-56ea-808c-f858f15704db,joseph benavidez,Joseph Benavidez,JOSEPH BENAVIDEZ,UFC-DataLab/UFCStats-derived name
ufcp-dce27856-70e0-56ea-808c-f858f15704db,joseph benavidez,Joseph Benavidez,Joseph Benavidez,UFC-DataLab/UFCStats-derived name
ufcp-35b9be26-c9d8-5661-bbc2-03cdf0e8c606,joseph gigliotti,Joseph Gigliotti,Joseph Gigliotti,UFC-DataLab/UFCStats-derived name
ufcp-35b9be26-c9d8-5661-bbc2-03cdf0e8c606,joseph gigliotti,Joseph Gigliotti,JOSEPH GIGLIOTTI,UFC-DataLab/UFCStats-derived name
ufcp-8f176183-26e7-56e8-9be1-dbebc1b1c55a,joseph holmes,Joseph Holmes,JOSEPH HOLMES,UFC-DataLab/UFCStats-derived name
ufcp-e8998114-8874-5b8f-b2a0-a63087b8aba6,joseph morales,Joseph Morales,JOSEPH MORALES,UFC-DataLab/UFCStats-derived name
ufcp-e8998114-8874-5b8f-b2a0-a63087b8aba6,joseph morales,Joseph Morales,Joseph Morales,UFC-DataLab/UFCStats-derived name
ufcp-9720ecdc-5814-56e3-bec8-86d22abe8c83,joseph sandoval,Joseph Sandoval,JOSEPH SANDOVAL,UFC-DataLab/UFCStats-derived name
ufcp-9720ecdc-5814-56e3-bec8-86d22abe8c83,joseph sandoval,Joseph Sandoval,Joseph Sandoval,UFC-DataLab/UFCStats-derived name
ufcp-4428c91b-8095-56b4-8bd9-dded32bcce10,josh appelt,Josh Appelt,Josh Appelt,UFC-DataLab/UFCStats-derived name
ufcp-940f9b85-0411-5943-b5c9-1807540b33ca,josh barnett,Josh Barnett,Josh Barnett,UFC-DataLab/UFCStats-derived name
ufcp-940f9b85-0411-5943-b5c9-1807540b33ca,josh barnett,Josh Barnett,JOSH BARNETT,UFC-DataLab/UFCStats-derived name
ufcp-b8ec7d96-161f-5a3e-b056-0a83605c170b,josh bennett,Josh Bennett,Josh Bennett,UFC-DataLab/UFCStats-derived name
ufcp-b9efa590-6733-5961-8937-02222dde1eba,josh bryant,Josh Bryant,Josh Bryant,UFC-DataLab/UFCStats-derived name
ufcp-b9efa590-6733-5961-8937-02222dde1eba,josh bryant,Josh Bryant,JOSH BRYANT,UFC-DataLab/UFCStats-derived name
ufcp-a32a3c92-9abe-5d18-ae06-45f98fc3464c,josh bumgarner,Josh Bumgarner,Josh Bumgarner,UFC-DataLab/UFCStats-derived name
ufcp-dd032cea-b31e-5004-9d8d-479f2f00aa9f,josh burns,Josh Burns,Josh Burns,UFC-DataLab/UFCStats-derived name
ufcp-fd9e013e-8aa2-5af9-8b49-f6e0a4675de6,josh clopton,Josh Clopton,Josh Clopton,UFC-DataLab/UFCStats-derived name
ufcp-fd9e013e-8aa2-5af9-8b49-f6e0a4675de6,josh clopton,Josh Clopton,JOSH CLOPTON,UFC-DataLab/UFCStats-derived name
ufcp-d51e8a50-8bff-56bc-8a75-4d06ae51a426,josh copeland,Josh Copeland,JOSH COPELAND,UFC-DataLab/UFCStats-derived name
ufcp-d51e8a50-8bff-56bc-8a75-4d06ae51a426,josh copeland,Josh Copeland,Josh Copeland,UFC-DataLab/UFCStats-derived name
ufcp-3f105972-f0e0-53de-b091-bb03d5e81689,josh culibao,Josh Culibao,JOSH CULIBAO,UFC-DataLab/UFCStats-derived name
ufcp-3f105972-f0e0-53de-b091-bb03d5e81689,josh culibao,Josh Culibao,Josh Culibao,UFC-DataLab/UFCStats-derived name
ufcp-47c07bed-c261-57d6-82ee-861abe07cee2,josh diekmann,Josh Diekmann,Josh Diekmann,UFC-DataLab/UFCStats-derived name
ufcp-9aaf2d40-0030-54f7-8ac2-5bf105847c58,josh emmett,Josh Emmett,Josh Emmett,UFC-DataLab/UFCStats-derived name
ufcp-9aaf2d40-0030-54f7-8ac2-5bf105847c58,josh emmett,Josh Emmett,JOSH EMMETT,UFC-DataLab/UFCStats-derived name
ufcp-1ac5b5d0-38b3-5381-b9a5-413022be0e44,josh epps,Josh Epps,Josh Epps,UFC-DataLab/UFCStats-derived name
ufcp-e6e82d26-c799-5d00-984b-33cff8013c47,josh ferguson,Josh Ferguson,JOSH FERGUSON,UFC-DataLab/UFCStats-derived name
ufcp-e6e82d26-c799-5d00-984b-33cff8013c47,josh ferguson,Josh Ferguson,Josh Ferguson,UFC-DataLab/UFCStats-derived name
ufcp-b3067ce7-07e3-5501-8fad-0bbea261ad6f,josh fremd,Josh Fremd,JOSH FREMD,UFC-DataLab/UFCStats-derived name
ufcp-b100d359-494b-51b4-8066-ee1f9d7fcb10,josh grispi,Josh Grispi,JOSH GRISPI,UFC-DataLab/UFCStats-derived name
ufcp-b100d359-494b-51b4-8066-ee1f9d7fcb10,josh grispi,Josh Grispi,Josh Grispi,UFC-DataLab/UFCStats-derived name
ufcp-03886dc7-0a3e-5389-bfc6-017db131b31b,josh haynes,Josh Haynes,Josh Haynes,UFC-DataLab/UFCStats-derived name
ufcp-03886dc7-0a3e-5389-bfc6-017db131b31b,josh haynes,Josh Haynes,JOSH HAYNES,UFC-DataLab/UFCStats-derived name
ufcp-5bb1e6e1-9b2d-5000-a4e1-2c4145ccee8a,josh hendricks,Josh Hendricks,Josh Hendricks,UFC-DataLab/UFCStats-derived name
ufcp-5bb1e6e1-9b2d-5000-a4e1-2c4145ccee8a,josh hendricks,Josh Hendricks,JOSH HENDRICKS,UFC-DataLab/UFCStats-derived name
ufcp-a7d0f63f-7057-5d7e-9c2c-3a27818534f9,josh hokit,Josh Hokit,JOSH HOKIT,UFC-DataLab/UFCStats-derived name
ufcp-28688232-8893-5e5a-acf1-f2dade7d1097,josh janousek,Josh Janousek,Josh Janousek,UFC-DataLab/UFCStats-derived name
ufcp-8157aea2-6d8e-5cf3-a56f-4c51c0ed9d85,josh jarvis,Josh Jarvis,Josh Jarvis,UFC-DataLab/UFCStats-derived name
ufcp-b40bc5e5-9936-5a16-a306-d37013ee2022,josh koscheck,Josh Koscheck,Josh Koscheck,UFC-DataLab/UFCStats-derived name
ufcp-b40bc5e5-9936-5a16-a306-d37013ee2022,josh koscheck,Josh Koscheck,JOSH KOSCHECK,UFC-DataLab/UFCStats-derived name
ufcp-b8a61446-3107-5ea9-9bb1-4536c4522193,josh laberge,Josh LaBerge,Josh LaBerge,UFC-DataLab/UFCStats-derived name
ufcp-8fd53206-384c-574e-bc43-13b30e39fad9,josh mcdonald,Josh McDonald,Josh McDonald,UFC-DataLab/UFCStats-derived name
ufcp-f60791ff-d3f9-597a-acdb-03bd3ff29422,josh neal,Josh Neal,Josh Neal,UFC-DataLab/UFCStats-derived name
ufcp-6dbe177a-d4d3-5d61-965b-cf114c788c69,josh neer,Josh Neer,Josh Neer,UFC-DataLab/UFCStats-derived name
ufcp-6dbe177a-d4d3-5d61-965b-cf114c788c69,josh neer,Josh Neer,JOSH NEER,UFC-DataLab/UFCStats-derived name
ufcp-53414d56-5154-5fe8-9d01-05a71d679080,josh paiva,Josh Paiva,Josh Paiva,UFC-DataLab/UFCStats-derived name
ufcp-98d77202-f941-5bcc-ac83-858cdee5871f,josh parisian,Josh Parisian,Josh Parisian,UFC-DataLab/UFCStats-derived name
ufcp-98d77202-f941-5bcc-ac83-858cdee5871f,josh parisian,Josh Parisian,JOSH PARISIAN,UFC-DataLab/UFCStats-derived name
ufcp-37fd8493-eb4b-5511-be45-077211bd8ae9,josh pulsifer,Josh Pulsifer,Josh Pulsifer,UFC-DataLab/UFCStats-derived name
ufcp-634aa47c-33aa-51bf-9c92-fa5a0c1b6b81,josh quinlan,Josh Quinlan,JOSH QUINLAN,UFC-DataLab/UFCStats-derived name
ufcp-6c718861-710c-506f-ba64-5e75bdb0e3ca,josh rafferty,Josh Rafferty,Josh Rafferty,UFC-DataLab/UFCStats-derived name
ufcp-6c718861-710c-506f-ba64-5e75bdb0e3ca,josh rafferty,Josh Rafferty,JOSH RAFFERTY,UFC-DataLab/UFCStats-derived name
ufcp-2a395050-f858-5993-99ed-0d5f99b0f53f,josh samman,Josh Samman,JOSH SAMMAN,UFC-DataLab/UFCStats-derived name
ufcp-2a395050-f858-5993-99ed-0d5f99b0f53f,josh samman,Josh Samman,Josh Samman,UFC-DataLab/UFCStats-derived name
ufcp-d07f2f55-5036-5413-8bec-a9f4d7e4ea0c,josh sampo,Josh Sampo,JOSH SAMPO,UFC-DataLab/UFCStats-derived name
ufcp-d07f2f55-5036-5413-8bec-a9f4d7e4ea0c,josh sampo,Josh Sampo,Josh Sampo,UFC-DataLab/UFCStats-derived name
ufcp-f45dfd55-b221-50f6-bf43-004f26c3f06d,josh san diego,Josh San Diego,Josh San Diego,UFC-DataLab/UFCStats-derived name
ufcp-c81dd585-d651-5373-b648-83ee0847c743,josh shockley,Josh Shockley,Josh Shockley,UFC-DataLab/UFCStats-derived name
ufcp-c81dd585-d651-5373-b648-83ee0847c743,josh shockley,Josh Shockley,JOSH SHOCKLEY,UFC-DataLab/UFCStats-derived name
ufcp-2fecd061-1f14-5e80-a26a-9f1d0d0526d4,josh shockman,Josh Shockman,Josh Shockman,UFC-DataLab/UFCStats-derived name
ufcp-2fecd061-1f14-5e80-a26a-9f1d0d0526d4,josh shockman,Josh Shockman,JOSH SHOCKMAN,UFC-DataLab/UFCStats-derived name
ufcp-52c88117-3d2a-52da-8fab-27b12aca455b,josh smith,Josh Smith,Josh Smith,UFC-DataLab/UFCStats-derived name
ufcp-6207f0d7-9518-5163-8cd5-d1a406f105e9,josh stansbury,Josh Stansbury,Josh Stansbury,UFC-DataLab/UFCStats-derived name
ufcp-6207f0d7-9518-5163-8cd5-d1a406f105e9,josh stansbury,Josh Stansbury,JOSH STANSBURY,UFC-DataLab/UFCStats-derived name
ufcp-6ae518e5-9047-57a9-80da-4847910d8d5c,josh stuart,Josh Stuart,Josh Stuart,UFC-DataLab/UFCStats-derived name
ufcp-c7b50e1f-da86-5877-b599-e868cdd003c3,josh thomson,Josh Thomson,Josh Thomson,UFC-DataLab/UFCStats-derived name
ufcp-c7b50e1f-da86-5877-b599-e868cdd003c3,josh thomson,Josh Thomson,JOSH THOMSON,UFC-DataLab/UFCStats-derived name
ufcp-b2fa617d-6d5a-50ca-9672-92e7debe318c,josh thornburg,Josh Thornburg,Josh Thornburg,UFC-DataLab/UFCStats-derived name
ufcp-58c42690-6b6e-5aac-bff8-ac86acd83b41,joshua burkman,Joshua Burkman,Joshua Burkman,UFC-DataLab/UFCStats-derived name
ufcp-58c42690-6b6e-5aac-bff8-ac86acd83b41,joshua burkman,Joshua Burkman,JOSHUA BURKMAN,UFC-DataLab/UFCStats-derived name
ufcp-5ae674d8-19e0-5ccb-9513-c837a72cb6d1,joshua van,Joshua Van,JOSHUA VAN,UFC-DataLab/UFCStats-derived name
ufcp-681d23dc-bdc0-5f08-9c00-1a29dc37f6c7,joshua weems,Joshua Weems,JOSHUA WEEMS,UFC-DataLab/UFCStats-derived name
ufcp-6ef7da34-7d1b-5345-9525-691a5629a72d,josiah harrell,Josiah Harrell,JOSIAH HARRELL,UFC-DataLab/UFCStats-derived name
ufcp-5fb70a87-c2b6-5f10-a179-9d7a80f3965b,josiane nunes,Josiane Nunes,JOSIANE NUNES,UFC-DataLab/UFCStats-derived name
ufcp-5fb70a87-c2b6-5f10-a179-9d7a80f3965b,josiane nunes,Josiane Nunes,Josiane Nunes,UFC-DataLab/UFCStats-derived name
ufcp-a3f3cbf9-c712-59d1-ac4c-58f3b0332b64,josias musasa,Josias Musasa,JOSIAS MUSASA,UFC-DataLab/UFCStats-derived name
ufcp-35ef4fb8-8926-5bac-81bb-cb02d40083ed,journey newson,Journey Newson,Journey Newson,UFC-DataLab/UFCStats-derived name
ufcp-35ef4fb8-8926-5bac-81bb-cb02d40083ed,journey newson,Journey Newson,JOURNEY NEWSON,UFC-DataLab/UFCStats-derived name
ufcp-de1de926-581c-57f1-a86d-1334b86b383e,jp buys,Jp Buys,JP BUYS,UFC-DataLab/UFCStats-derived name
ufcp-de1de926-581c-57f1-a86d-1334b86b383e,jp buys,JP Buys,JP Buys,UFC-DataLab/UFCStats-derived name
ufcp-5753f8ba-dd19-5fea-9dfd-e77bda404052,jp felty,JP Felty,JP Felty,UFC-DataLab/UFCStats-derived name
ufcp-85ae4577-c1eb-568c-8f5e-b27adac22e7f,jr coughran,JR Coughran,JR Coughran,UFC-DataLab/UFCStats-derived name
ufcp-9a5f065b-16e5-5f2b-a26c-7af06a9fcb7a,juan adams,Juan Adams,Juan Adams,UFC-DataLab/UFCStats-derived name
ufcp-9a5f065b-16e5-5f2b-a26c-7af06a9fcb7a,juan adams,Juan Adams,JUAN ADAMS,UFC-DataLab/UFCStats-derived name
ufcp-01d3aa2e-ec1e-50f1-a8e3-0c42e2abfada,juan alcain,Juan Alcain,Juan Alcain,UFC-DataLab/UFCStats-derived name
ufcp-9afd1ee0-f3af-5133-bce7-a87ff9830b8a,juan diaz,Juan Diaz,JUAN DIAZ,UFC-DataLab/UFCStats-derived name
ufcp-3de04350-3e80-53fe-81c2-ea85b4089353,juan espino,Juan Espino,Juan Espino,UFC-DataLab/UFCStats-derived name
ufcp-3de04350-3e80-53fe-81c2-ea85b4089353,juan espino,Juan Espino,JUAN ESPINO,UFC-DataLab/UFCStats-derived name
ufcp-d83bd5c1-964e-513a-98ae-5c52bfdf65e0,juan manuel puig,Juan Manuel Puig,JUAN MANUEL PUIG,UFC-DataLab/UFCStats-derived name
ufcp-d83bd5c1-964e-513a-98ae-5c52bfdf65e0,juan manuel puig,Juan Manuel Puig,Juan Manuel Puig,UFC-DataLab/UFCStats-derived name
ufcp-cca26a31-8f41-5ae0-adc9-bb1bd1ca2ac0,juan miranda,Juan Miranda,Juan Miranda,UFC-DataLab/UFCStats-derived name
ufcp-696bc075-1f16-5060-9514-1ff5097599d3,juan mott,Juan Mott,Juan Mott,UFC-DataLab/UFCStats-derived name
ufcp-7ed3ccc9-c6d0-5760-893f-6915d48e79f7,juancamilo ronderos,Juancamilo Ronderos,JUANCAMILO RONDEROS,UFC-DataLab/UFCStats-derived name
ufcp-b9030eb5-bc49-567b-a8b8-d5722098bf66,jules bruchez,Jules Bruchez,Jules Bruchez,UFC-DataLab/UFCStats-derived name
ufcp-b9030eb5-bc49-567b-a8b8-d5722098bf66,jules bruchez,Jules Bruchez,JULES BRUCHEZ,UFC-DataLab/UFCStats-derived name
ufcp-a8cbc266-23a2-5a9e-bceb-62994d854aa6,julia avila,Julia Avila,Julia Avila,UFC-DataLab/UFCStats-derived name
ufcp-a8cbc266-23a2-5a9e-bceb-62994d854aa6,julia avila,Julia Avila,JULIA AVILA,UFC-DataLab/UFCStats-derived name
ufcp-684ba8a4-172f-5b8d-86f2-9f816b5a5a0c,julia budd,Julia Budd,Julia Budd,UFC-DataLab/UFCStats-derived name
ufcp-36c3fb2b-15d6-5475-a87f-dc5c547849e0,julia polastri,Julia Polastri,JULIA POLASTRI,UFC-DataLab/UFCStats-derived name
ufcp-26ebd50c-a7af-568e-ba6a-86cabc39fd36,julian erosa,Julian Erosa,Julian Erosa,UFC-DataLab/UFCStats-derived name
ufcp-26ebd50c-a7af-568e-ba6a-86cabc39fd36,julian erosa,Julian Erosa,JULIAN EROSA,UFC-DataLab/UFCStats-derived name
ufcp-7bf49b03-b142-5161-b7ac-898999a22e29,julian marquez,Julian Marquez,JULIAN MARQUEZ,UFC-DataLab/UFCStats-derived name
ufcp-7bf49b03-b142-5161-b7ac-898999a22e29,julian marquez,Julian Marquez,Julian Marquez,UFC-DataLab/UFCStats-derived name
ufcp-fd9ad6ff-cc88-5b65-8ad2-188bb685f527,julian sanchez,Julian Sanchez,Julian Sanchez,UFC-DataLab/UFCStats-derived name
ufcp-fd9ad6ff-cc88-5b65-8ad2-188bb685f527,julian sanchez,Julian Sanchez,JULIAN SANCHEZ,UFC-DataLab/UFCStats-derived name
ufcp-257c6a7a-daf4-5c06-a854-a13f3a153aaa,juliana lima,Juliana Lima,JULIANA LIMA,UFC-DataLab/UFCStats-derived name
ufcp-257c6a7a-daf4-5c06-a854-a13f3a153aaa,juliana lima,Juliana Lima,Juliana Lima,UFC-DataLab/UFCStats-derived name
ufcp-d316ec69-e507-5087-a285-f85be3b4544f,juliana miller,Juliana Miller,JULIANA MILLER,UFC-DataLab/UFCStats-derived name
ufcp-8969678f-fbcc-5555-aaaf-49f166150767,julianna pena,Julianna Pena,Julianna Pena,UFC-DataLab/UFCStats-derived name
ufcp-8969678f-fbcc-5555-aaaf-49f166150767,julianna pena,Julianna Pena,JULIANNA PENA,UFC-DataLab/UFCStats-derived name
ufcp-2f69974f-153a-5c51-8b2a-2fcd19488574,julie kedzie,Julie Kedzie,Julie Kedzie,UFC-DataLab/UFCStats-derived name
ufcp-2f69974f-153a-5c51-8b2a-2fcd19488574,julie kedzie,Julie Kedzie,JULIE KEDZIE,UFC-DataLab/UFCStats-derived name
ufcp-4326c7f8-5ae7-5f7c-a119-90ee96a2658d,julien leblanc,Julien Leblanc,JULIEN LEBLANC,UFC-DataLab/UFCStats-derived name
ufcp-b980ff7e-c679-5bb3-892b-4d5be399d909,julija stoliarenko,Julija Stoliarenko,Julija Stoliarenko,UFC-DataLab/UFCStats-derived name
ufcp-b980ff7e-c679-5bb3-892b-4d5be399d909,julija stoliarenko,Julija Stoliarenko,JULIJA STOLIARENKO,UFC-DataLab/UFCStats-derived name
ufcp-31974035-ac90-5197-9324-0505e506dcc2,julio arce,Julio Arce,JULIO ARCE,UFC-DataLab/UFCStats-derived name
ufcp-31974035-ac90-5197-9324-0505e506dcc2,julio arce,Julio Arce,Julio Arce,UFC-DataLab/UFCStats-derived name
ufcp-f87f08b5-9fdb-5d01-86e4-0c7ca8bfaf55,julio cesar neves jr,Julio Cesar Neves Jr.,Julio Cesar Neves Jr.,UFC-DataLab/UFCStats-derived name
ufcp-015fb58c-7cf6-5dbc-8779-fec9d5869903,julio paulino,Julio Paulino,JULIO PAULINO,UFC-DataLab/UFCStats-derived name
ufcp-015fb58c-7cf6-5dbc-8779-fec9d5869903,julio paulino,Julio Paulino,Julio Paulino,UFC-DataLab/UFCStats-derived name
ufcp-d5497161-b8b5-51b6-9cd9-9d899ec0facc,julius anglickas,Julius Anglickas,Julius Anglickas,UFC-DataLab/UFCStats-derived name
ufcp-62e735ff-b984-5328-81d1-547ec7f32523,julius walker,Julius Walker,JULIUS WALKER,UFC-DataLab/UFCStats-derived name
ufcp-ce0b17cf-64e2-51eb-a67b-1e95fb513e00,jumabieke tuerxun,Jumabieke Tuerxun,Jumabieke Tuerxun,UFC-DataLab/UFCStats-derived name
ufcp-ce0b17cf-64e2-51eb-a67b-1e95fb513e00,jumabieke tuerxun,Jumabieke Tuerxun,JUMABIEKE TUERXUN,UFC-DataLab/UFCStats-derived name
ufcp-aed4e63a-b129-5210-bd45-134ee4739635,junie browning,Junie Browning,JUNIE BROWNING,UFC-DataLab/UFCStats-derived name
ufcp-aed4e63a-b129-5210-bd45-134ee4739635,junie browning,Junie Browning,Junie Browning,UFC-DataLab/UFCStats-derived name
ufcp-1395d483-3efd-5b69-8aba-19508fe7dbe0,junior albini,Junior Albini,Junior Albini,UFC-DataLab/UFCStats-derived name
ufcp-1395d483-3efd-5b69-8aba-19508fe7dbe0,junior albini,Junior Albini,JUNIOR ALBINI,UFC-DataLab/UFCStats-derived name
ufcp-aa450840-4b30-5369-8ac4-c02f1cd46bdc,junior assuncao,Junior Assuncao,Junior Assuncao,UFC-DataLab/UFCStats-derived name
ufcp-aa450840-4b30-5369-8ac4-c02f1cd46bdc,junior assuncao,Junior Assuncao,JUNIOR ASSUNCAO,UFC-DataLab/UFCStats-derived name
ufcp-f2d34e70-b2f0-59ce-8c81-c9a60526516e,junior barata,Junior Barata,Junior Barata,UFC-DataLab/UFCStats-derived name
ufcp-ec7053e0-934c-5a30-a1f2-72016cb3551f,junior dos santos,Junior Dos Santos,Junior Dos Santos,UFC-DataLab/UFCStats-derived name
ufcp-ec7053e0-934c-5a30-a1f2-72016cb3551f,junior dos santos,Junior Dos Santos,JUNIOR DOS SANTOS,UFC-DataLab/UFCStats-derived name
ufcp-be266cd7-a9aa-5aa1-a175-905700d7bf78,junior tafa,Junior Tafa,JUNIOR TAFA,UFC-DataLab/UFCStats-derived name
ufcp-ac7a8adf-b7cf-50e1-aea3-b00fb5138e22,junya kudo,Junya Kudo,Junya Kudo,UFC-DataLab/UFCStats-derived name
ufcp-f9f1ec1e-8a3a-51d7-8640-cf16b7a824e0,junyong park,Junyong Park,JUNYONG PARK,UFC-DataLab/UFCStats-derived name
ufcp-f9f1ec1e-8a3a-51d7-8640-cf16b7a824e0,junyong park,Junyong Park,Junyong Park,UFC-DataLab/UFCStats-derived name
ufcp-26ee190e-37a4-5c15-9616-34fd93516c9b,jussier formiga,Jussier Formiga,Jussier Formiga,UFC-DataLab/UFCStats-derived name
ufcp-26ee190e-37a4-5c15-9616-34fd93516c9b,jussier formiga,Jussier Formiga,JUSSIER FORMIGA,UFC-DataLab/UFCStats-derived name
ufcp-6f3dc4e5-eec7-51d1-aaa1-c234fda0045a,justin bruckmann,Justin Bruckmann,Justin Bruckmann,UFC-DataLab/UFCStats-derived name
ufcp-36ad6cd5-bda9-53a1-b93e-fcf4384af0fe,justin buchholz,Justin Buchholz,JUSTIN BUCHHOLZ,UFC-DataLab/UFCStats-derived name
ufcp-36ad6cd5-bda9-53a1-b93e-fcf4384af0fe,justin buchholz,Justin Buchholz,Justin Buchholz,UFC-DataLab/UFCStats-derived name
ufcp-d25ca3e9-8df3-5882-b5bd-6010057a26c3,justin davis,Justin Davis,Justin Davis,UFC-DataLab/UFCStats-derived name
ufcp-a4edfaad-b1f4-5091-b3ee-cab93deae755,justin demoney,Justin DeMoney,Justin DeMoney,UFC-DataLab/UFCStats-derived name
ufcp-d5ea37c6-476f-5b15-929c-26c8cc1079fa,justin edwards,Justin Edwards,JUSTIN EDWARDS,UFC-DataLab/UFCStats-derived name
ufcp-d5ea37c6-476f-5b15-929c-26c8cc1079fa,justin edwards,Justin Edwards,Justin Edwards,UFC-DataLab/UFCStats-derived name
ufcp-d7a7d396-607a-50be-ac3f-7edf09cdcddc,justin eilers,Justin Eilers,JUSTIN EILERS,UFC-DataLab/UFCStats-derived name
ufcp-d7a7d396-607a-50be-ac3f-7edf09cdcddc,justin eilers,Justin Eilers,Justin Eilers,UFC-DataLab/UFCStats-derived name
ufcp-93e37feb-763a-5184-98f1-8f97d1545929,justin frazier,Justin Frazier,Justin Frazier,UFC-DataLab/UFCStats-derived name
ufcp-93e37feb-763a-5184-98f1-8f97d1545929,justin frazier,Justin Frazier,JUSTIN FRAZIER,UFC-DataLab/UFCStats-derived name
ufcp-6be7ddef-c6fb-56c5-8a83-037c2666aa90,justin gaethje,Justin Gaethje,JUSTIN GAETHJE,UFC-DataLab/UFCStats-derived name
ufcp-fc5cb7ed-2764-5e6e-ad83-9bb7cb4f6f6f,justin gonzales,Justin Gonzales,Justin Gonzales,UFC-DataLab/UFCStats-derived name
ufcp-47a0baf7-251f-549b-9c1b-bd1a4d57c0c4,justin governale,Justin Governale,Justin Governale,UFC-DataLab/UFCStats-derived name
ufcp-737db4cd-42e2-5b76-ba65-a693365d3887,justin guthrie,Justin Guthrie,Justin Guthrie,UFC-DataLab/UFCStats-derived name
ufcp-9351b686-a734-5e9d-b29c-43aad81746c7,justin haskins,Justin Haskins,Justin Haskins,UFC-DataLab/UFCStats-derived name
ufcp-22a47853-a373-59d9-96a1-904d1a260729,justin hawes,Justin Hawes,Justin Hawes,UFC-DataLab/UFCStats-derived name
ufcp-a0811aac-5051-5528-b991-6c6ae39df018,justin james,Justin James,Justin James,UFC-DataLab/UFCStats-derived name
ufcp-a0811aac-5051-5528-b991-6c6ae39df018,justin james,Justin James,JUSTIN JAMES,UFC-DataLab/UFCStats-derived name
ufcp-a9e6d290-3f19-51b3-aa8c-209e4b3c23bf,justin jaynes,Justin Jaynes,JUSTIN JAYNES,UFC-DataLab/UFCStats-derived name
ufcp-a9e6d290-3f19-51b3-aa8c-209e4b3c23bf,justin jaynes,Justin Jaynes,Justin Jaynes,UFC-DataLab/UFCStats-derived name
ufcp-44bc1ad6-0d54-57c6-a46a-9e6ded5db232,justin jones,Justin Jones,JUSTIN JONES,UFC-DataLab/UFCStats-derived name
ufcp-44bc1ad6-0d54-57c6-a46a-9e6ded5db232,justin jones,Justin Jones,Justin Jones,UFC-DataLab/UFCStats-derived name
ufcp-66b14cef-5fcf-5e71-96f5-d8334521dac9,justin lawrence,Justin Lawrence,Justin Lawrence,UFC-DataLab/UFCStats-derived name
ufcp-66b14cef-5fcf-5e71-96f5-d8334521dac9,justin lawrence,Justin Lawrence,JUSTIN LAWRENCE,UFC-DataLab/UFCStats-derived name
ufcp-b790f52d-3e2c-503b-b7e3-b8cac7bbe582,justin ledet,Justin Ledet,JUSTIN LEDET,UFC-DataLab/UFCStats-derived name
ufcp-b790f52d-3e2c-503b-b7e3-b8cac7bbe582,justin ledet,Justin Ledet,Justin Ledet,UFC-DataLab/UFCStats-derived name
ufcp-0f7f8cd1-dac4-5428-8afd-d6ea781aff5f,justin levens,Justin Levens,JUSTIN LEVENS,UFC-DataLab/UFCStats-derived name
ufcp-0f7f8cd1-dac4-5428-8afd-d6ea781aff5f,justin levens,Justin Levens,Justin Levens,UFC-DataLab/UFCStats-derived name
ufcp-83ac7195-ea6f-5e0f-b57a-5ec8f13af652,justin martin,Justin Martin,Justin Martin,UFC-DataLab/UFCStats-derived name
ufcp-8e47f5ea-0826-54ac-a47d-f1ee684359a0,justin mccully,Justin Mccully,JUSTIN MCCULLY,UFC-DataLab/UFCStats-derived name
ufcp-8e47f5ea-0826-54ac-a47d-f1ee684359a0,justin mccully,Justin McCully,Justin McCully,UFC-DataLab/UFCStats-derived name
ufcp-fe0d83dd-3eaa-5b17-9ba9-7c38f7f57fe1,justin mcelfresh,Justin McElfresh,Justin McElfresh,UFC-DataLab/UFCStats-derived name
ufcp-d1122950-f2e1-5b54-9e06-61e8559c4a55,justin patterson,Justin Patterson,Justin Patterson,UFC-DataLab/UFCStats-derived name
